FREQ;Frequency;TENOR;Tenor;DECIMALS;TIME_PERIOD;OBS_VALUE
B;Business;3Y;3 years;3;2020-09-04;0.23
B;Business;3Y;3 years;3;2020-09-07;0.235
B;Business;3Y;3 years;3;2020-09-08;0.222
B;Business;3Y;3 years;3;2020-09-09;0.228
B;Business;3Y;3 years;3;2020-09-10;0.249
B;Business;3Y;3 years;3;2020-09-11;0.24
B;Business;3Y;3 years;3;2020-09-14;0.226
B;Business;3Y;3 years;3;2020-09-15;0.232
B;Business;3Y;3 years;3;2020-09-16;0.221
B;Business;3Y;3 years;3;2020-09-17;0.207
B;Business;3Y;3 years;3;2020-09-18;0.208
B;Business;3Y;3 years;3;2020-09-21;0.199
B;Business;3Y;3 years;3;2020-09-22;0.21
B;Business;3Y;3 years;3;2020-09-23;0.218
B;Business;3Y;3 years;3;2020-09-24;0.192
B;Business;3Y;3 years;3;2020-09-25;0.192
B;Business;3Y;3 years;3;2020-09-28;0.202
B;Business;3Y;3 years;3;2020-09-29;0.192
B;Business;3Y;3 years;3;2020-09-30;0.192
B;Business;3Y;3 years;3;2020-10-01;0.206
B;Business;3Y;3 years;3;2020-10-02;0.197
B;Business;3Y;3 years;3;2020-10-05;0.208
B;Business;3Y;3 years;3;2020-10-06;0.225
B;Business;3Y;3 years;3;2020-10-07;0.241
B;Business;3Y;3 years;3;2020-10-08;0.234
B;Business;3Y;3 years;3;2020-10-09;0.228
B;Business;3Y;3 years;3;2020-10-12;0.232
B;Business;3Y;3 years;3;2020-10-13;0.237
B;Business;3Y;3 years;3;2020-10-14;0.228
B;Business;3Y;3 years;3;2020-10-15;0.217
B;Business;3Y;3 years;3;2020-10-16;0.214
B;Business;3Y;3 years;3;2020-10-19;0.217
B;Business;3Y;3 years;3;2020-10-20;0.227
B;Business;3Y;3 years;3;2020-10-21;0.24
B;Business;3Y;3 years;3;2020-10-22;0.253
B;Business;3Y;3 years;3;2020-10-23;0.278
B;Business;3Y;3 years;3;2020-10-26;0.273
B;Business;3Y;3 years;3;2020-10-27;0.256
B;Business;3Y;3 years;3;2020-10-28;0.246
B;Business;3Y;3 years;3;2020-10-29;0.249
B;Business;3Y;3 years;3;2020-10-30;0.257
B;Business;3Y;3 years;3;2020-11-02;0.279
B;Business;3Y;3 years;3;2020-11-03;0.29
B;Business;3Y;3 years;3;2020-11-04;0.288
B;Business;3Y;3 years;3;2020-11-05;0.287
B;Business;3Y;3 years;3;2020-11-06;0.289
B;Business;3Y;3 years;3;2020-11-09;0.321
B;Business;3Y;3 years;3;2020-11-10;0.346
B;Business;3Y;3 years;3;2020-11-11;0.346
B;Business;3Y;3 years;3;2020-11-12;0.334
B;Business;3Y;3 years;3;2020-11-13;0.307
B;Business;3Y;3 years;3;2020-11-16;0.317
B;Business;3Y;3 years;3;2020-11-17;0.324
B;Business;3Y;3 years;3;2020-11-18;0.327
B;Business;3Y;3 years;3;2020-11-19;0.323
B;Business;3Y;3 years;3;2020-11-20;0.325
B;Business;3Y;3 years;3;2020-11-23;0.327
B;Business;3Y;3 years;3;2020-11-24;0.333
B;Business;3Y;3 years;3;2020-11-25;0.336
B;Business;3Y;3 years;3;2020-11-26;0.335
B;Business;3Y;3 years;3;2020-11-27;0.334
B;Business;3Y;3 years;3;2020-11-30;0.339
B;Business;3Y;3 years;3;2020-12-01;0.351
B;Business;3Y;3 years;3;2020-12-02;0.358
B;Business;3Y;3 years;3;2020-12-03;0.345
B;Business;3Y;3 years;3;2020-12-04;0.346
B;Business;3Y;3 years;3;2020-12-07;0.347
B;Business;3Y;3 years;3;2020-12-08;0.344
B;Business;3Y;3 years;3;2020-12-09;0.359
B;Business;3Y;3 years;3;2020-12-10;0.364
B;Business;3Y;3 years;3;2020-12-11;0.345
B;Business;3Y;3 years;3;2020-12-14;0.35
B;Business;3Y;3 years;3;2020-12-15;0.341
B;Business;3Y;3 years;3;2020-12-16;0.35
B;Business;3Y;3 years;3;2020-12-17;0.388
B;Business;3Y;3 years;3;2020-12-18;0.418
B;Business;3Y;3 years;3;2020-12-21;0.412
B;Business;3Y;3 years;3;2020-12-22;0.411
B;Business;3Y;3 years;3;2020-12-23;0.443
B;Business;3Y;3 years;3;2020-12-28;0.436
B;Business;3Y;3 years;3;2020-12-29;0.428
B;Business;3Y;3 years;3;2020-12-30;0.429
B;Business;3Y;3 years;3;2021-01-04;0.405
B;Business;3Y;3 years;3;2021-01-05;0.379
B;Business;3Y;3 years;3;2021-01-06;0.398
B;Business;3Y;3 years;3;2021-01-07;0.407
B;Business;3Y;3 years;3;2021-01-08;0.428
B;Business;3Y;3 years;3;2021-01-11;0.448
B;Business;3Y;3 years;3;2021-01-12;0.484
B;Business;3Y;3 years;3;2021-01-13;0.48
B;Business;3Y;3 years;3;2021-01-14;0.471
B;Business;3Y;3 years;3;2021-01-15;0.476
B;Business;3Y;3 years;3;2021-01-18;0.483
B;Business;3Y;3 years;3;2021-01-19;0.479
B;Business;3Y;3 years;3;2021-01-20;0.479
B;Business;3Y;3 years;3;2021-01-21;0.488
B;Business;3Y;3 years;3;2021-01-22;0.49
B;Business;3Y;3 years;3;2021-01-25;0.471
B;Business;3Y;3 years;3;2021-01-26;0.481
B;Business;3Y;3 years;3;2021-01-27;0.471
B;Business;3Y;3 years;3;2021-01-28;0.458
B;Business;3Y;3 years;3;2021-01-29;0.476
B;Business;3Y;3 years;3;2021-02-01;0.501
B;Business;3Y;3 years;3;2021-02-02;0.523
B;Business;3Y;3 years;3;2021-02-03;0.52
B;Business;3Y;3 years;3;2021-02-04;0.523
B;Business;3Y;3 years;3;2021-02-05;0.533
B;Business;3Y;3 years;3;2021-02-08;0.542
B;Business;3Y;3 years;3;2021-02-09;0.543
B;Business;3Y;3 years;3;2021-02-10;0.548
B;Business;3Y;3 years;3;2021-02-11;0.549
B;Business;3Y;3 years;3;2021-02-12;0.563
B;Business;3Y;3 years;3;2021-02-15;0.574
B;Business;3Y;3 years;3;2021-02-16;0.587
B;Business;3Y;3 years;3;2021-02-17;0.583
B;Business;3Y;3 years;3;2021-02-18;0.574
B;Business;3Y;3 years;3;2021-02-19;0.566
B;Business;3Y;3 years;3;2021-02-22;0.555
B;Business;3Y;3 years;3;2021-02-23;0.596
B;Business;3Y;3 years;3;2021-02-24;0.616
B;Business;3Y;3 years;3;2021-02-25;0.68
B;Business;3Y;3 years;3;2021-02-26;0.662
B;Business;3Y;3 years;3;2021-03-01;0.638
B;Business;3Y;3 years;3;2021-03-02;0.657
B;Business;3Y;3 years;3;2021-03-03;0.68
B;Business;3Y;3 years;3;2021-03-04;0.711
B;Business;3Y;3 years;3;2021-03-05;0.738
B;Business;3Y;3 years;3;2021-03-08;0.761
B;Business;3Y;3 years;3;2021-03-09;0.746
B;Business;3Y;3 years;3;2021-03-10;0.761
B;Business;3Y;3 years;3;2021-03-11;0.768
B;Business;3Y;3 years;3;2021-03-12;0.788
B;Business;3Y;3 years;3;2021-03-15;0.771
B;Business;3Y;3 years;3;2021-03-16;0.713
B;Business;3Y;3 years;3;2021-03-17;0.719
B;Business;3Y;3 years;3;2021-03-18;0.741
B;Business;3Y;3 years;3;2021-03-19;0.724
B;Business;3Y;3 years;3;2021-03-22;0.721
B;Business;3Y;3 years;3;2021-03-23;0.718
B;Business;3Y;3 years;3;2021-03-24;0.72
B;Business;3Y;3 years;3;2021-03-25;0.718
B;Business;3Y;3 years;3;2021-03-26;0.729
B;Business;3Y;3 years;3;2021-03-29;0.736
B;Business;3Y;3 years;3;2021-03-30;0.748
B;Business;3Y;3 years;3;2021-03-31;0.749
B;Business;3Y;3 years;3;2021-04-06;0.736
B;Business;3Y;3 years;3;2021-04-07;0.725
B;Business;3Y;3 years;3;2021-04-08;0.695
B;Business;3Y;3 years;3;2021-04-09;0.713
B;Business;3Y;3 years;3;2021-04-12;0.707
B;Business;3Y;3 years;3;2021-04-13;0.698
B;Business;3Y;3 years;3;2021-04-14;0.667
B;Business;3Y;3 years;3;2021-04-15;0.64
B;Business;3Y;3 years;3;2021-04-16;0.652
B;Business;3Y;3 years;3;2021-04-19;0.685
B;Business;3Y;3 years;3;2021-04-20;0.685
B;Business;3Y;3 years;3;2021-04-21;0.664
B;Business;3Y;3 years;3;2021-04-22;0.674
B;Business;3Y;3 years;3;2021-04-23;0.667
B;Business;3Y;3 years;3;2021-04-26;0.677
B;Business;3Y;3 years;3;2021-04-27;0.683
B;Business;3Y;3 years;3;2021-04-28;0.696
B;Business;3Y;3 years;3;2021-04-29;0.707
B;Business;3Y;3 years;3;2021-04-30;0.698
B;Business;3Y;3 years;3;2021-05-03;0.701
B;Business;3Y;3 years;3;2021-05-04;0.69
B;Business;3Y;3 years;3;2021-05-05;0.696
B;Business;3Y;3 years;3;2021-05-06;0.68
B;Business;3Y;3 years;3;2021-05-07;0.677
B;Business;3Y;3 years;3;2021-05-10;0.684
B;Business;3Y;3 years;3;2021-05-11;0.703
B;Business;3Y;3 years;3;2021-05-12;0.754
B;Business;3Y;3 years;3;2021-05-14;0.747
B;Business;3Y;3 years;3;2021-05-18;0.764
B;Business;3Y;3 years;3;2021-05-19;0.774
B;Business;3Y;3 years;3;2021-05-20;0.794
B;Business;3Y;3 years;3;2021-05-21;0.775
B;Business;3Y;3 years;3;2021-05-25;0.767
B;Business;3Y;3 years;3;2021-05-26;0.776
B;Business;3Y;3 years;3;2021-05-27;0.796
B;Business;3Y;3 years;3;2021-05-28;0.793
B;Business;3Y;3 years;3;2021-05-31;0.802
B;Business;3Y;3 years;3;2021-06-01;0.804
B;Business;3Y;3 years;3;2021-06-02;0.83
B;Business;3Y;3 years;3;2021-06-03;0.835
B;Business;3Y;3 years;3;2021-06-04;0.841
B;Business;3Y;3 years;3;2021-06-07;0.862
B;Business;3Y;3 years;3;2021-06-08;0.871
B;Business;3Y;3 years;3;2021-06-09;0.843
B;Business;3Y;3 years;3;2021-06-10;0.842
B;Business;3Y;3 years;3;2021-06-11;0.826
B;Business;3Y;3 years;3;2021-06-14;0.83
B;Business;3Y;3 years;3;2021-06-15;0.841
B;Business;3Y;3 years;3;2021-06-16;0.833
B;Business;3Y;3 years;3;2021-06-17;0.917
B;Business;3Y;3 years;3;2021-06-18;0.914
B;Business;3Y;3 years;3;2021-06-21;0.905
B;Business;3Y;3 years;3;2021-06-22;0.93
B;Business;3Y;3 years;3;2021-06-23;0.915
B;Business;3Y;3 years;3;2021-06-24;0.92
B;Business;3Y;3 years;3;2021-06-25;0.917
B;Business;3Y;3 years;3;2021-06-28;0.928
B;Business;3Y;3 years;3;2021-06-29;0.93
B;Business;3Y;3 years;3;2021-06-30;0.912
B;Business;3Y;3 years;3;2021-07-01;0.9
B;Business;3Y;3 years;3;2021-07-02;0.898
B;Business;3Y;3 years;3;2021-07-05;0.913
B;Business;3Y;3 years;3;2021-07-06;0.914
B;Business;3Y;3 years;3;2021-07-07;0.904
B;Business;3Y;3 years;3;2021-07-08;0.861
B;Business;3Y;3 years;3;2021-07-09;0.887
B;Business;3Y;3 years;3;2021-07-12;0.884
B;Business;3Y;3 years;3;2021-07-13;0.888
B;Business;3Y;3 years;3;2021-07-14;0.901
B;Business;3Y;3 years;3;2021-07-15;0.888
B;Business;3Y;3 years;3;2021-07-16;0.879
B;Business;3Y;3 years;3;2021-07-19;0.825
B;Business;3Y;3 years;3;2021-07-20;0.716
B;Business;3Y;3 years;3;2021-07-21;0.754
B;Business;3Y;3 years;3;2021-07-22;0.78
B;Business;3Y;3 years;3;2021-07-23;0.794
B;Business;3Y;3 years;3;2021-07-26;0.792
B;Business;3Y;3 years;3;2021-07-27;0.767
B;Business;3Y;3 years;3;2021-07-28;0.767
B;Business;3Y;3 years;3;2021-07-29;0.784
B;Business;3Y;3 years;3;2021-07-30;0.785
B;Business;3Y;3 years;3;2021-08-02;0.794
B;Business;3Y;3 years;3;2021-08-03;0.787
B;Business;3Y;3 years;3;2021-08-04;0.749
B;Business;3Y;3 years;3;2021-08-05;0.775
B;Business;3Y;3 years;3;2021-08-06;0.83
B;Business;3Y;3 years;3;2021-08-09;0.835
B;Business;3Y;3 years;3;2021-08-10;0.842
B;Business;3Y;3 years;3;2021-08-11;0.872
B;Business;3Y;3 years;3;2021-08-12;0.9
B;Business;3Y;3 years;3;2021-08-13;0.935
B;Business;3Y;3 years;3;2021-08-16;0.925
B;Business;3Y;3 years;3;2021-08-17;0.908
B;Business;3Y;3 years;3;2021-08-18;0.889
B;Business;3Y;3 years;3;2021-08-19;0.849
B;Business;3Y;3 years;3;2021-08-20;0.837
B;Business;3Y;3 years;3;2021-08-23;0.851
B;Business;3Y;3 years;3;2021-08-24;0.857
B;Business;3Y;3 years;3;2021-08-25;0.883
B;Business;3Y;3 years;3;2021-08-26;0.911
B;Business;3Y;3 years;3;2021-08-27;0.901
B;Business;3Y;3 years;3;2021-08-30;0.901
B;Business;3Y;3 years;3;2021-08-31;0.906
B;Business;3Y;3 years;3;2021-09-01;0.909
B;Business;3Y;3 years;3;2021-09-02;0.906
B;Business;3Y;3 years;3;2021-09-03;0.9
B;Business;3Y;3 years;3;2021-09-06;0.909
B;Business;3Y;3 years;3;2021-09-07;0.929
B;Business;3Y;3 years;3;2021-09-08;0.92
B;Business;3Y;3 years;3;2021-09-09;0.928
B;Business;3Y;3 years;3;2021-09-10;0.942
B;Business;3Y;3 years;3;2021-09-13;0.943
B;Business;3Y;3 years;3;2021-09-14;0.957
B;Business;3Y;3 years;3;2021-09-15;0.986
B;Business;3Y;3 years;3;2021-09-16;1.01
B;Business;3Y;3 years;3;2021-09-17;1.05
B;Business;3Y;3 years;3;2021-09-20;1.031
B;Business;3Y;3 years;3;2021-09-21;1.031
B;Business;3Y;3 years;3;2021-09-22;1.045
B;Business;3Y;3 years;3;2021-09-23;1.071
B;Business;3Y;3 years;3;2021-09-24;1.094
B;Business;3Y;3 years;3;2021-09-27;1.133
B;Business;3Y;3 years;3;2021-09-28;1.173
B;Business;3Y;3 years;3;2021-09-29;1.177
B;Business;3Y;3 years;3;2021-09-30;1.192
B;Business;3Y;3 years;3;2021-10-01;1.206
B;Business;3Y;3 years;3;2021-10-04;1.236
B;Business;3Y;3 years;3;2021-10-06;1.256
B;Business;3Y;3 years;3;2021-10-07;1.245
B;Business;3Y;3 years;3;2021-10-08;1.251
B;Business;3Y;3 years;3;2021-10-11;1.287
B;Business;3Y;3 years;3;2021-10-12;1.3
B;Business;3Y;3 years;3;2021-10-13;1.294
B;Business;3Y;3 years;3;2021-10-14;1.283
B;Business;3Y;3 years;3;2021-10-15;1.306
B;Business;3Y;3 years;3;2021-10-18;1.414
B;Business;3Y;3 years;3;2021-10-19;1.407
B;Business;3Y;3 years;3;2021-10-20;1.393
B;Business;3Y;3 years;3;2021-10-21;1.397
B;Business;3Y;3 years;3;2021-10-22;1.409
B;Business;3Y;3 years;3;2021-10-25;1.402
B;Business;3Y;3 years;3;2021-10-26;1.39
B;Business;3Y;3 years;3;2021-10-27;1.37
B;Business;3Y;3 years;3;2021-10-28;1.418
B;Business;3Y;3 years;3;2021-10-29;1.454
B;Business;3Y;3 years;3;2021-11-01;1.464
B;Business;3Y;3 years;3;2021-11-02;1.429
B;Business;3Y;3 years;3;2021-11-03;1.429
B;Business;3Y;3 years;3;2021-11-04;1.372
B;Business;3Y;3 years;3;2021-11-05;1.358
B;Business;3Y;3 years;3;2021-11-08;1.375
B;Business;3Y;3 years;3;2021-11-09;1.388
B;Business;3Y;3 years;3;2021-11-10;1.425
B;Business;3Y;3 years;3;2021-11-11;1.473
B;Business;3Y;3 years;3;2021-11-12;1.472
B;Business;3Y;3 years;3;2021-11-15;1.519
B;Business;3Y;3 years;3;2021-11-16;1.519
B;Business;3Y;3 years;3;2021-11-17;1.496
B;Business;3Y;3 years;3;2021-11-18;1.472
B;Business;3Y;3 years;3;2021-11-19;1.405
B;Business;3Y;3 years;3;2021-11-22;1.418
B;Business;3Y;3 years;3;2021-11-23;1.463
B;Business;3Y;3 years;3;2021-11-24;1.476
B;Business;3Y;3 years;3;2021-11-25;1.471
B;Business;3Y;3 years;3;2021-11-26;1.382
B;Business;3Y;3 years;3;2021-11-29;1.371
B;Business;3Y;3 years;3;2021-11-30;1.242
B;Business;3Y;3 years;3;2021-12-01;1.284
B;Business;3Y;3 years;3;2021-12-02;1.218
B;Business;3Y;3 years;3;2021-12-03;1.298
B;Business;3Y;3 years;3;2021-12-06;1.256
B;Business;3Y;3 years;3;2021-12-07;1.272
B;Business;3Y;3 years;3;2021-12-08;1.309
B;Business;3Y;3 years;3;2021-12-09;1.289
B;Business;3Y;3 years;3;2021-12-10;1.316
B;Business;3Y;3 years;3;2021-12-13;1.249
B;Business;3Y;3 years;3;2021-12-14;1.261
B;Business;3Y;3 years;3;2021-12-15;1.287
B;Business;3Y;3 years;3;2021-12-16;1.369
B;Business;3Y;3 years;3;2021-12-17;1.334
B;Business;3Y;3 years;3;2021-12-20;1.329
B;Business;3Y;3 years;3;2021-12-21;1.395
B;Business;3Y;3 years;3;2021-12-22;1.433
B;Business;3Y;3 years;3;2021-12-23;1.471
B;Business;3Y;3 years;3;2021-12-27;1.48
B;Business;3Y;3 years;3;2021-12-28;1.483
B;Business;3Y;3 years;3;2021-12-29;1.493
B;Business;3Y;3 years;3;2021-12-30;1.493
B;Business;3Y;3 years;3;2022-01-03;1.506
B;Business;3Y;3 years;3;2022-01-04;1.505
B;Business;3Y;3 years;3;2022-01-05;1.508
B;Business;3Y;3 years;3;2022-01-06;1.529
B;Business;3Y;3 years;3;2022-01-07;1.548
B;Business;3Y;3 years;3;2022-01-10;1.567
B;Business;3Y;3 years;3;2022-01-11;1.564
B;Business;3Y;3 years;3;2022-01-12;1.55
B;Business;3Y;3 years;3;2022-01-13;1.566
B;Business;3Y;3 years;3;2022-01-14;1.59
B;Business;3Y;3 years;3;2022-01-17;1.631
B;Business;3Y;3 years;3;2022-01-18;1.642
B;Business;3Y;3 years;3;2022-01-19;1.659
B;Business;3Y;3 years;3;2022-01-20;1.629
B;Business;3Y;3 years;3;2022-01-21;1.617
B;Business;3Y;3 years;3;2022-01-24;1.623
B;Business;3Y;3 years;3;2022-01-25;1.631
B;Business;3Y;3 years;3;2022-01-26;1.655
B;Business;3Y;3 years;3;2022-01-27;1.702
B;Business;3Y;3 years;3;2022-01-28;1.737
B;Business;3Y;3 years;3;2022-01-31;1.775
B;Business;3Y;3 years;3;2022-02-01;1.777
B;Business;3Y;3 years;3;2022-02-02;1.787
B;Business;3Y;3 years;3;2022-02-03;1.884
B;Business;3Y;3 years;3;2022-02-04;1.907
B;Business;3Y;3 years;3;2022-02-07;1.913
B;Business;3Y;3 years;3;2022-02-08;1.923
B;Business;3Y;3 years;3;2022-02-09;1.913
B;Business;3Y;3 years;3;2022-02-10;1.932
B;Business;3Y;3 years;3;2022-02-11;1.949
B;Business;3Y;3 years;3;2022-02-14;1.926
B;Business;3Y;3 years;3;2022-02-15;1.933
B;Business;3Y;3 years;3;2022-02-16;1.895
B;Business;3Y;3 years;3;2022-02-17;1.884
B;Business;3Y;3 years;3;2022-02-18;1.877
B;Business;3Y;3 years;3;2022-02-21;1.879
B;Business;3Y;3 years;3;2022-02-22;1.907
B;Business;3Y;3 years;3;2022-02-23;1.927
B;Business;3Y;3 years;3;2022-02-24;1.887
B;Business;3Y;3 years;3;2022-02-25;1.914
B;Business;3Y;3 years;3;2022-02-28;1.831
B;Business;3Y;3 years;3;2022-03-01;1.723
B;Business;3Y;3 years;3;2022-03-02;1.745
B;Business;3Y;3 years;3;2022-03-03;1.811
B;Business;3Y;3 years;3;2022-03-04;1.716
B;Business;3Y;3 years;3;2022-03-07;1.786
B;Business;3Y;3 years;3;2022-03-08;1.873
B;Business;3Y;3 years;3;2022-03-09;1.934
B;Business;3Y;3 years;3;2022-03-10;2.031
B;Business;3Y;3 years;3;2022-03-11;2.048
B;Business;3Y;3 years;3;2022-03-14;2.101
B;Business;3Y;3 years;3;2022-03-15;2.117
B;Business;3Y;3 years;3;2022-03-16;2.184
B;Business;3Y;3 years;3;2022-03-17;2.188
B;Business;3Y;3 years;3;2022-03-18;2.144
B;Business;3Y;3 years;3;2022-03-21;2.189
B;Business;3Y;3 years;3;2022-03-22;2.26
B;Business;3Y;3 years;3;2022-03-23;2.279
B;Business;3Y;3 years;3;2022-03-24;2.34
B;Business;3Y;3 years;3;2022-03-25;2.457
B;Business;3Y;3 years;3;2022-03-28;2.516
B;Business;3Y;3 years;3;2022-03-29;2.539
B;Business;3Y;3 years;3;2022-03-30;2.506
B;Business;3Y;3 years;3;2022-03-31;2.407
B;Business;3Y;3 years;3;2022-04-01;2.439
B;Business;3Y;3 years;3;2022-04-05;2.448
B;Business;3Y;3 years;3;2022-04-06;2.543
B;Business;3Y;3 years;3;2022-04-07;2.54
B;Business;3Y;3 years;3;2022-04-08;2.547
B;Business;3Y;3 years;3;2022-04-11;2.564
B;Business;3Y;3 years;3;2022-04-12;2.525
B;Business;3Y;3 years;3;2022-04-13;2.512
B;Business;3Y;3 years;3;2022-04-19;2.545
B;Business;3Y;3 years;3;2022-04-20;2.475
B;Business;3Y;3 years;3;2022-04-21;2.45
B;Business;3Y;3 years;3;2022-04-22;2.504
B;Business;3Y;3 years;3;2022-04-25;2.432
B;Business;3Y;3 years;3;2022-04-26;2.402
B;Business;3Y;3 years;3;2022-04-27;2.393
B;Business;3Y;3 years;3;2022-04-28;2.463
B;Business;3Y;3 years;3;2022-04-29;2.481
B;Business;3Y;3 years;3;2022-05-02;2.488
B;Business;3Y;3 years;3;2022-05-03;2.494
B;Business;3Y;3 years;3;2022-05-04;2.583
B;Business;3Y;3 years;3;2022-05-05;2.578
B;Business;3Y;3 years;3;2022-05-06;2.676
B;Business;3Y;3 years;3;2022-05-09;2.636
B;Business;3Y;3 years;3;2022-05-10;2.594
B;Business;3Y;3 years;3;2022-05-11;2.575
B;Business;3Y;3 years;3;2022-05-12;2.501
B;Business;3Y;3 years;3;2022-05-13;2.551
B;Business;3Y;3 years;3;2022-05-16;2.543
B;Business;3Y;3 years;3;2022-05-18;2.602
B;Business;3Y;3 years;3;2022-05-19;2.545
B;Business;3Y;3 years;3;2022-05-20;2.522
B;Business;3Y;3 years;3;2022-05-23;2.526
B;Business;3Y;3 years;3;2022-05-24;2.51
B;Business;3Y;3 years;3;2022-05-25;2.448
B;Business;3Y;3 years;3;2022-05-27;2.436
B;Business;3Y;3 years;3;2022-05-30;2.469
B;Business;3Y;3 years;3;2022-05-31;2.483
B;Business;3Y;3 years;3;2022-06-01;2.482
B;Business;3Y;3 years;3;2022-06-02;2.535
B;Business;3Y;3 years;3;2022-06-03;2.589
B;Business;3Y;3 years;3;2022-06-07;2.651
B;Business;3Y;3 years;3;2022-06-08;2.726
B;Business;3Y;3 years;3;2022-06-09;2.815
B;Business;3Y;3 years;3;2022-06-10;2.935
B;Business;3Y;3 years;3;2022-06-13;3.031
B;Business;3Y;3 years;3;2022-06-14;2.999
B;Business;3Y;3 years;3;2022-06-15;2.86
B;Business;3Y;3 years;3;2022-06-16;2.969
B;Business;3Y;3 years;3;2022-06-17;2.948
B;Business;3Y;3 years;3;2022-06-20;3.019
B;Business;3Y;3 years;3;2022-06-21;3.148
B;Business;3Y;3 years;3;2022-06-22;3.017
B;Business;3Y;3 years;3;2022-06-23;3.043
B;Business;3Y;3 years;3;2022-06-24;3.085
B;Business;3Y;3 years;3;2022-06-27;3.118
B;Business;3Y;3 years;3;2022-06-28;3.125
B;Business;3Y;3 years;3;2022-06-29;3.095
B;Business;3Y;3 years;3;2022-06-30;2.95
B;Business;3Y;3 years;3;2022-07-01;2.797
B;Business;3Y;3 years;3;2022-07-04;2.856
B;Business;3Y;3 years;3;2022-07-05;2.762
B;Business;3Y;3 years;3;2022-07-06;2.612
B;Business;3Y;3 years;3;2022-07-07;2.664
B;Business;3Y;3 years;3;2022-07-08;2.728
B;Business;3Y;3 years;3;2022-07-11;2.677
B;Business;3Y;3 years;3;2022-07-12;2.604
B;Business;3Y;3 years;3;2022-07-13;2.695
B;Business;3Y;3 years;3;2022-07-14;2.816
B;Business;3Y;3 years;3;2022-07-15;2.814
B;Business;3Y;3 years;3;2022-07-18;2.914
B;Business;3Y;3 years;3;2022-07-19;2.908
B;Business;3Y;3 years;3;2022-07-20;2.903
B;Business;3Y;3 years;3;2022-07-21;2.947
B;Business;3Y;3 years;3;2022-07-22;2.76
B;Business;3Y;3 years;3;2022-07-25;2.785
B;Business;3Y;3 years;3;2022-07-26;2.733
B;Business;3Y;3 years;3;2022-07-27;2.755
B;Business;3Y;3 years;3;2022-07-28;2.7
B;Business;3Y;3 years;3;2022-07-29;2.686
B;Business;3Y;3 years;3;2022-08-01;2.624
B;Business;3Y;3 years;3;2022-08-02;2.62
B;Business;3Y;3 years;3;2022-08-03;2.721
B;Business;3Y;3 years;3;2022-08-04;2.686
B;Business;3Y;3 years;3;2022-08-05;2.799
B;Business;3Y;3 years;3;2022-08-08;2.786
B;Business;3Y;3 years;3;2022-08-09;2.831
B;Business;3Y;3 years;3;2022-08-10;2.864
B;Business;3Y;3 years;3;2022-08-11;2.91
B;Business;3Y;3 years;3;2022-08-12;2.979
B;Business;3Y;3 years;3;2022-08-15;2.959
B;Business;3Y;3 years;3;2022-08-16;3.051
B;Business;3Y;3 years;3;2022-08-17;3.14
B;Business;3Y;3 years;3;2022-08-18;3.17
B;Business;3Y;3 years;3;2022-08-19;3.294
B;Business;3Y;3 years;3;2022-08-22;3.384
B;Business;3Y;3 years;3;2022-08-23;3.464
B;Business;3Y;3 years;3;2022-08-24;3.474
B;Business;3Y;3 years;3;2022-08-25;3.38
B;Business;3Y;3 years;3;2022-08-26;3.426
B;Business;3Y;3 years;3;2022-08-29;3.562
B;Business;3Y;3 years;3;2022-08-30;3.513
B;Business;3Y;3 years;3;2022-08-31;3.441
B;Business;3Y;3 years;3;2022-09-01;3.345
B;Business;3Y;3 years;3;2022-09-02;3.267
B;Business;3Y;3 years;3;2022-09-05;3.361
B;Business;3Y;3 years;3;2022-09-06;3.366
B;Business;3Y;3 years;3;2022-09-07;3.36
B;Business;3Y;3 years;3;2022-09-08;3.368
B;Business;3Y;3 years;3;2022-09-09;3.323
B;Business;3Y;3 years;3;2022-09-12;3.182
B;Business;3Y;3 years;3;2022-09-13;3.244
B;Business;3Y;3 years;3;2022-09-15;3.369
B;Business;3Y;3 years;3;2022-09-16;3.418
B;Business;3Y;3 years;3;2022-09-19;3.425
B;Business;3Y;3 years;3;2022-09-20;3.483
B;Business;3Y;3 years;3;2022-09-21;3.421
B;Business;3Y;3 years;3;2022-09-22;3.36
B;Business;3Y;3 years;3;2022-09-23;3.34
B;Business;3Y;3 years;3;2022-09-26;3.437
B;Business;3Y;3 years;3;2022-09-27;3.386
B;Business;3Y;3 years;3;2022-09-28;3.24
B;Business;3Y;3 years;3;2022-09-29;3.202
B;Business;3Y;3 years;3;2022-09-30;3.103
B;Business;3Y;3 years;3;2022-10-03;3.107
B;Business;3Y;3 years;3;2022-10-04;3.129
B;Business;3Y;3 years;3;2022-10-05;3.216
B;Business;3Y;3 years;3;2022-10-06;3.302
B;Business;3Y;3 years;3;2022-10-07;3.324
B;Business;3Y;3 years;3;2022-10-10;3.449
B;Business;3Y;3 years;3;2022-10-11;3.584
B;Business;3Y;3 years;3;2022-10-12;3.62
B;Business;3Y;3 years;3;2022-10-13;3.6
B;Business;3Y;3 years;3;2022-10-14;3.526
B;Business;3Y;3 years;3;2022-10-17;3.491
B;Business;3Y;3 years;3;2022-10-18;3.512
B;Business;3Y;3 years;3;2022-10-19;3.618
B;Business;3Y;3 years;3;2022-10-20;3.704
B;Business;3Y;3 years;3;2022-10-21;3.714
B;Business;3Y;3 years;3;2022-10-24;3.659
