FREQ;Frequency;TENOR;Tenor;DECIMALS;TIME_PERIOD;OBS_VALUE
B;Business;8Y;8 years;3;2022-04-08;2.765
B;Business;8Y;8 years;3;2022-04-11;2.815
B;Business;8Y;8 years;3;2022-04-12;2.792
B;Business;8Y;8 years;3;2022-04-13;2.791
B;Business;8Y;8 years;3;2022-04-19;2.878
B;Business;8Y;8 years;3;2022-04-20;2.775
B;Business;8Y;8 years;3;2022-04-21;2.724
B;Business;8Y;8 years;3;2022-04-22;2.776
B;Business;8Y;8 years;3;2022-04-25;2.686
B;Business;8Y;8 years;3;2022-04-26;2.658
B;Business;8Y;8 years;3;2022-04-27;2.661
B;Business;8Y;8 years;3;2022-04-28;2.737
B;Business;8Y;8 years;3;2022-04-29;2.724
B;Business;8Y;8 years;3;2022-05-02;2.74
B;Business;8Y;8 years;3;2022-05-03;2.737
B;Business;8Y;8 years;3;2022-05-04;2.818
B;Business;8Y;8 years;3;2022-05-05;2.833
B;Business;8Y;8 years;3;2022-05-06;2.939
B;Business;8Y;8 years;3;2022-05-09;2.927
B;Business;8Y;8 years;3;2022-05-10;2.862
B;Business;8Y;8 years;3;2022-05-11;2.852
B;Business;8Y;8 years;3;2022-05-12;2.745
B;Business;8Y;8 years;3;2022-05-13;2.802
B;Business;8Y;8 years;3;2022-05-16;2.792
B;Business;8Y;8 years;3;2022-05-18;2.843
B;Business;8Y;8 years;3;2022-05-19;2.745
B;Business;8Y;8 years;3;2022-05-20;2.713
B;Business;8Y;8 years;3;2022-05-23;2.713
B;Business;8Y;8 years;3;2022-05-24;2.724
B;Business;8Y;8 years;3;2022-05-25;2.645
B;Business;8Y;8 years;3;2022-05-27;2.629
B;Business;8Y;8 years;3;2022-05-30;2.664
B;Business;8Y;8 years;3;2022-05-31;2.683
B;Business;8Y;8 years;3;2022-06-01;2.674
B;Business;8Y;8 years;3;2022-06-02;2.726
B;Business;8Y;8 years;3;2022-06-03;2.791
B;Business;8Y;8 years;3;2022-06-07;2.849
B;Business;8Y;8 years;3;2022-06-08;2.94
B;Business;8Y;8 years;3;2022-06-09;2.974
B;Business;8Y;8 years;3;2022-06-10;3.032
B;Business;8Y;8 years;3;2022-06-13;3.123
B;Business;8Y;8 years;3;2022-06-14;3.103
B;Business;8Y;8 years;3;2022-06-15;3.002
B;Business;8Y;8 years;3;2022-06-16;3.113
B;Business;8Y;8 years;3;2022-06-17;3.1
B;Business;8Y;8 years;3;2022-06-20;3.166
B;Business;8Y;8 years;3;2022-06-21;3.291
B;Business;8Y;8 years;3;2022-06-22;3.146
B;Business;8Y;8 years;3;2022-06-23;3.053
B;Business;8Y;8 years;3;2022-06-24;3.123
B;Business;8Y;8 years;3;2022-06-27;3.182
B;Business;8Y;8 years;3;2022-06-28;3.186
B;Business;8Y;8 years;3;2022-06-29;3.159
B;Business;8Y;8 years;3;2022-06-30;3
B;Business;8Y;8 years;3;2022-07-01;2.853
B;Business;8Y;8 years;3;2022-07-04;2.92
B;Business;8Y;8 years;3;2022-07-05;2.83
B;Business;8Y;8 years;3;2022-07-06;2.724
B;Business;8Y;8 years;3;2022-07-07;2.779
B;Business;8Y;8 years;3;2022-07-08;2.845
B;Business;8Y;8 years;3;2022-07-11;2.842
B;Business;8Y;8 years;3;2022-07-12;2.783
B;Business;8Y;8 years;3;2022-07-13;2.869
B;Business;8Y;8 years;3;2022-07-14;2.912
B;Business;8Y;8 years;3;2022-07-15;2.901
B;Business;8Y;8 years;3;2022-07-18;2.972
B;Business;8Y;8 years;3;2022-07-19;2.969
B;Business;8Y;8 years;3;2022-07-20;2.954
B;Business;8Y;8 years;3;2022-07-21;2.985
B;Business;8Y;8 years;3;2022-07-22;2.797
B;Business;8Y;8 years;3;2022-07-25;2.885
B;Business;8Y;8 years;3;2022-07-26;2.801
B;Business;8Y;8 years;3;2022-07-27;2.837
B;Business;8Y;8 years;3;2022-07-28;2.765
B;Business;8Y;8 years;3;2022-07-29;2.767
B;Business;8Y;8 years;3;2022-08-01;2.695
B;Business;8Y;8 years;3;2022-08-02;2.626
B;Business;8Y;8 years;3;2022-08-03;2.722
B;Business;8Y;8 years;3;2022-08-04;2.638
B;Business;8Y;8 years;3;2022-08-05;2.72
B;Business;8Y;8 years;3;2022-08-08;2.68
B;Business;8Y;8 years;3;2022-08-09;2.731
B;Business;8Y;8 years;3;2022-08-10;2.689
B;Business;8Y;8 years;3;2022-08-11;2.754
B;Business;8Y;8 years;3;2022-08-12;2.812
B;Business;8Y;8 years;3;2022-08-15;2.751
B;Business;8Y;8 years;3;2022-08-16;2.835
B;Business;8Y;8 years;3;2022-08-17;2.897
B;Business;8Y;8 years;3;2022-08-18;2.927
B;Business;8Y;8 years;3;2022-08-19;3.049
B;Business;8Y;8 years;3;2022-08-22;3.141
B;Business;8Y;8 years;3;2022-08-23;3.246
B;Business;8Y;8 years;3;2022-08-24;3.297
B;Business;8Y;8 years;3;2022-08-25;3.227
B;Business;8Y;8 years;3;2022-08-26;3.284
B;Business;8Y;8 years;3;2022-08-29;3.405
B;Business;8Y;8 years;3;2022-08-30;3.374
B;Business;8Y;8 years;3;2022-08-31;3.345
B;Business;8Y;8 years;3;2022-09-01;3.289
B;Business;8Y;8 years;3;2022-09-02;3.231
B;Business;8Y;8 years;3;2022-09-05;3.34
B;Business;8Y;8 years;3;2022-09-06;3.365
B;Business;8Y;8 years;3;2022-09-07;3.347
B;Business;8Y;8 years;3;2022-09-08;3.349
B;Business;8Y;8 years;3;2022-09-09;3.328
B;Business;8Y;8 years;3;2022-09-12;3.236
B;Business;8Y;8 years;3;2022-09-13;3.309
B;Business;8Y;8 years;3;2022-09-15;3.293
B;Business;8Y;8 years;3;2022-09-16;3.295
B;Business;8Y;8 years;3;2022-09-19;3.303
B;Business;8Y;8 years;3;2022-09-20;3.366
B;Business;8Y;8 years;3;2022-09-21;3.303
B;Business;8Y;8 years;3;2022-09-22;3.275
B;Business;8Y;8 years;3;2022-09-23;3.329
B;Business;8Y;8 years;3;2022-09-26;3.449
B;Business;8Y;8 years;3;2022-09-27;3.434
B;Business;8Y;8 years;3;2022-09-28;3.351
B;Business;8Y;8 years;3;2022-09-29;3.317
B;Business;8Y;8 years;3;2022-09-30;3.245
B;Business;8Y;8 years;3;2022-10-03;3.227
B;Business;8Y;8 years;3;2022-10-04;3.243
B;Business;8Y;8 years;3;2022-10-05;3.314
B;Business;8Y;8 years;3;2022-10-06;3.379
B;Business;8Y;8 years;3;2022-10-07;3.399
B;Business;8Y;8 years;3;2022-10-10;3.452
B;Business;8Y;8 years;3;2022-10-11;3.605
B;Business;8Y;8 years;3;2022-10-12;3.703
B;Business;8Y;8 years;3;2022-10-13;3.665
B;Business;8Y;8 years;3;2022-10-14;3.566
B;Business;8Y;8 years;3;2022-10-17;3.535
B;Business;8Y;8 years;3;2022-10-18;3.543
B;Business;8Y;8 years;3;2022-10-19;3.631
B;Business;8Y;8 years;3;2022-10-20;3.695
B;Business;8Y;8 years;3;2022-10-21;3.729
B;Business;8Y;8 years;3;2022-10-24;3.696
B;Business;8Y;8 years;3;2022-10-25;3.62
B;Business;8Y;8 years;3;2022-10-26;3.6
B;Business;8Y;8 years;3;2022-10-27;3.502
B;Business;8Y;8 years;3;2022-10-28;3.527
B;Business;8Y;8 years;3;2022-10-31;3.485
B;Business;8Y;8 years;3;2022-11-01;3.441
B;Business;8Y;8 years;3;2022-11-02;3.373
B;Business;8Y;8 years;3;2022-11-03;3.44
B;Business;8Y;8 years;3;2022-11-04;3.408
B;Business;8Y;8 years;3;2022-11-07;3.449
B;Business;8Y;8 years;3;2022-11-08;3.482
B;Business;8Y;8 years;3;2022-11-09;3.422
B;Business;8Y;8 years;3;2022-11-10;3.258
B;Business;8Y;8 years;3;2022-11-11;3.338
B;Business;8Y;8 years;3;2022-11-14;3.26
B;Business;8Y;8 years;3;2022-11-15;3.163
B;Business;8Y;8 years;3;2022-11-16;3.077
B;Business;8Y;8 years;3;2022-11-17;3.154
B;Business;8Y;8 years;3;2022-11-18;3.18
B;Business;8Y;8 years;3;2022-11-21;3.168
B;Business;8Y;8 years;3;2022-11-22;3.198
B;Business;8Y;8 years;3;2022-11-23;3.141
B;Business;8Y;8 years;3;2022-11-24;3.066
B;Business;8Y;8 years;3;2022-11-25;3.15
B;Business;8Y;8 years;3;2022-11-28;3.179
B;Business;8Y;8 years;3;2022-11-29;3.107
B;Business;8Y;8 years;3;2022-11-30;3.11
B;Business;8Y;8 years;3;2022-12-01;3.084
B;Business;8Y;8 years;3;2022-12-02;3.069
B;Business;8Y;8 years;3;2022-12-05;3.066
B;Business;8Y;8 years;3;2022-12-06;2.983
B;Business;8Y;8 years;3;2022-12-07;2.922
B;Business;8Y;8 years;3;2022-12-08;2.924
B;Business;8Y;8 years;3;2022-12-09;2.828
B;Business;8Y;8 years;3;2022-12-12;2.735
B;Business;8Y;8 years;3;2022-12-13;2.752
B;Business;8Y;8 years;3;2022-12-14;2.79
B;Business;8Y;8 years;3;2022-12-15;2.885
B;Business;8Y;8 years;3;2022-12-16;2.925
B;Business;8Y;8 years;3;2022-12-19;2.88
B;Business;8Y;8 years;3;2022-12-20;2.975
B;Business;8Y;8 years;3;2022-12-21;3.039
B;Business;8Y;8 years;3;2022-12-22;3.114
B;Business;8Y;8 years;3;2022-12-23;3.146
B;Business;8Y;8 years;3;2022-12-27;3.208
B;Business;8Y;8 years;3;2022-12-28;3.186
B;Business;8Y;8 years;3;2022-12-29;3.129
B;Business;8Y;8 years;3;2022-12-30;3.147
B;Business;8Y;8 years;3;2023-01-02;3.026
B;Business;8Y;8 years;3;2023-01-03;2.983
B;Business;8Y;8 years;3;2023-01-04;3.054
B;Business;8Y;8 years;3;2023-01-05;3.164
B;Business;8Y;8 years;3;2023-01-06;3.14
B;Business;8Y;8 years;3;2023-01-09;3.094
B;Business;8Y;8 years;3;2023-01-10;3.057
B;Business;8Y;8 years;3;2023-01-11;2.962
B;Business;8Y;8 years;3;2023-01-12;2.898
B;Business;8Y;8 years;3;2023-01-13;2.856
B;Business;8Y;8 years;3;2023-01-16;2.864
B;Business;8Y;8 years;3;2023-01-17;2.839
B;Business;8Y;8 years;3;2023-01-18;2.718
B;Business;8Y;8 years;3;2023-01-19;2.748
B;Business;8Y;8 years;3;2023-01-20;2.819
B;Business;8Y;8 years;3;2023-01-23;2.826
B;Business;8Y;8 years;3;2023-01-24;2.846
B;Business;8Y;8 years;3;2023-01-25;2.764
B;Business;8Y;8 years;3;2023-01-26;2.846
B;Business;8Y;8 years;3;2023-01-27;2.897
B;Business;8Y;8 years;3;2023-01-30;2.938
B;Business;8Y;8 years;3;2023-01-31;2.912
B;Business;8Y;8 years;3;2023-02-01;2.856
B;Business;8Y;8 years;3;2023-02-02;2.713
B;Business;8Y;8 years;3;2023-02-03;2.821
B;Business;8Y;8 years;3;2023-02-06;2.923
B;Business;8Y;8 years;3;2023-02-07;2.966
B;Business;8Y;8 years;3;2023-02-08;2.98
B;Business;8Y;8 years;3;2023-02-09;2.929
B;Business;8Y;8 years;3;2023-02-10;3.068
B;Business;8Y;8 years;3;2023-02-13;3.104
B;Business;8Y;8 years;3;2023-02-14;3.098
B;Business;8Y;8 years;3;2023-02-15;3.153
B;Business;8Y;8 years;3;2023-02-16;3.195
B;Business;8Y;8 years;3;2023-02-17;3.218
B;Business;8Y;8 years;3;2023-02-20;3.218
B;Business;8Y;8 years;3;2023-02-21;3.362
B;Business;8Y;8 years;3;2023-02-22;3.36
B;Business;8Y;8 years;3;2023-02-23;3.337
B;Business;8Y;8 years;3;2023-02-24;3.456
B;Business;8Y;8 years;3;2023-02-27;3.438
B;Business;8Y;8 years;3;2023-02-28;3.498
B;Business;8Y;8 years;3;2023-03-01;3.427
B;Business;8Y;8 years;3;2023-03-02;3.382
B;Business;8Y;8 years;3;2023-03-03;3.323
B;Business;8Y;8 years;3;2023-03-06;3.267
B;Business;8Y;8 years;3;2023-03-07;3.236
B;Business;8Y;8 years;3;2023-03-08;3.197
B;Business;8Y;8 years;3;2023-03-09;3.276
B;Business;8Y;8 years;3;2023-03-10;3.084
B;Business;8Y;8 years;3;2023-03-13;2.914
B;Business;8Y;8 years;3;2023-03-14;3.037
B;Business;8Y;8 years;3;2023-03-15;2.886
B;Business;8Y;8 years;3;2023-03-16;2.873
B;Business;8Y;8 years;3;2023-03-17;2.83
B;Business;8Y;8 years;3;2023-03-20;2.88
B;Business;8Y;8 years;3;2023-03-21;2.966
B;Business;8Y;8 years;3;2023-03-22;3.009
B;Business;8Y;8 years;3;2023-03-23;2.929
B;Business;8Y;8 years;3;2023-03-24;2.9
B;Business;8Y;8 years;3;2023-03-27;2.975
B;Business;8Y;8 years;3;2023-03-28;2.952
B;Business;8Y;8 years;3;2023-03-29;2.976
B;Business;8Y;8 years;3;2023-03-30;3.042
B;Business;8Y;8 years;3;2023-03-31;2.942
B;Business;8Y;8 years;3;2023-04-03;2.912
B;Business;8Y;8 years;3;2023-04-04;2.948
B;Business;8Y;8 years;3;2023-04-05;2.851
B;Business;8Y;8 years;3;2023-04-11;2.906
B;Business;8Y;8 years;3;2023-04-12;2.971
B;Business;8Y;8 years;3;2023-04-13;2.998
B;Business;8Y;8 years;3;2023-04-14;3.079
B;Business;8Y;8 years;3;2023-04-17;3.183
B;Business;8Y;8 years;3;2023-04-18;3.162
B;Business;8Y;8 years;3;2023-04-19;3.182
B;Business;8Y;8 years;3;2023-04-20;3.156
B;Business;8Y;8 years;3;2023-04-21;3.216
B;Business;8Y;8 years;3;2023-04-24;3.27
B;Business;9Y;9 years;3;2019-01-02;1.67
B;Business;9Y;9 years;3;2019-01-03;1.666
B;Business;9Y;9 years;3;2019-01-04;1.672
B;Business;9Y;9 years;3;2019-01-07;1.69
B;Business;9Y;9 years;3;2019-01-08;1.736
B;Business;9Y;9 years;3;2019-01-09;1.754
B;Business;9Y;9 years;3;2019-01-10;1.763
B;Business;9Y;9 years;3;2019-01-11;1.76
B;Business;9Y;9 years;3;2019-01-14;1.759
B;Business;9Y;9 years;3;2019-01-15;1.756
B;Business;9Y;9 years;3;2019-01-16;1.777
B;Business;9Y;9 years;3;2019-01-17;1.78
B;Business;9Y;9 years;3;2019-01-18;1.781
B;Business;9Y;9 years;3;2019-01-21;1.785
B;Business;9Y;9 years;3;2019-01-22;1.775
B;Business;9Y;9 years;3;2019-01-23;1.773
B;Business;9Y;9 years;3;2019-01-24;1.742
B;Business;9Y;9 years;3;2019-01-25;1.747
B;Business;9Y;9 years;3;2019-01-28;1.768
B;Business;9Y;9 years;3;2019-01-29;1.775
B;Business;9Y;9 years;3;2019-01-30;1.752
B;Business;9Y;9 years;3;2019-01-31;1.723
B;Business;9Y;9 years;3;2019-02-01;1.709
B;Business;9Y;9 years;3;2019-02-04;1.722
B;Business;9Y;9 years;3;2019-02-05;1.73
B;Business;9Y;9 years;3;2019-02-06;1.709
B;Business;9Y;9 years;3;2019-02-07;1.671
B;Business;9Y;9 years;3;2019-02-08;1.638
B;Business;9Y;9 years;3;2019-02-11;1.655
B;Business;9Y;9 years;3;2019-02-12;1.659
B;Business;9Y;9 years;3;2019-02-13;1.654
B;Business;9Y;9 years;3;2019-02-14;1.602
B;Business;9Y;9 years;3;2019-02-15;1.607
B;Business;9Y;9 years;3;2019-02-18;1.636
B;Business;9Y;9 years;3;2019-02-19;1.635
B;Business;9Y;9 years;3;2019-02-20;1.631
B;Business;9Y;9 years;3;2019-02-21;1.662
B;Business;9Y;9 years;3;2019-02-22;1.65
B;Business;9Y;9 years;3;2019-02-25;1.675
B;Business;9Y;9 years;3;2019-02-26;1.69
B;Business;9Y;9 years;3;2019-02-27;1.732
B;Business;9Y;9 years;3;2019-02-28;1.74
B;Business;9Y;9 years;3;2019-03-01;1.758
B;Business;9Y;9 years;3;2019-03-04;1.729
B;Business;9Y;9 years;3;2019-03-05;1.731
B;Business;9Y;9 years;3;2019-03-06;1.694
B;Business;9Y;9 years;3;2019-03-07;1.649
B;Business;9Y;9 years;3;2019-03-08;1.606
B;Business;9Y;9 years;3;2019-03-11;1.607
B;Business;9Y;9 years;3;2019-03-12;1.619
B;Business;9Y;9 years;3;2019-03-13;1.613
B;Business;9Y;9 years;3;2019-03-14;1.623
B;Business;9Y;9 years;3;2019-03-15;1.625
B;Business;9Y;9 years;3;2019-03-18;1.625
B;Business;9Y;9 years;3;2019-03-19;1.634
B;Business;9Y;9 years;3;2019-03-20;1.618
B;Business;9Y;9 years;3;2019-03-21;1.607
B;Business;9Y;9 years;3;2019-03-22;1.56
B;Business;9Y;9 years;3;2019-03-25;1.58
B;Business;9Y;9 years;3;2019-03-26;1.586
B;Business;9Y;9 years;3;2019-03-27;1.538
B;Business;9Y;9 years;3;2019-03-28;1.553
B;Business;9Y;9 years;3;2019-03-29;1.549
B;Business;9Y;9 years;3;2019-04-01;1.573
B;Business;9Y;9 years;3;2019-04-02;1.619
B;Business;9Y;9 years;3;2019-04-03;1.69
B;Business;9Y;9 years;3;2019-04-04;1.674
B;Business;9Y;9 years;3;2019-04-05;1.681
B;Business;9Y;9 years;3;2019-04-08;1.682
B;Business;9Y;9 years;3;2019-04-09;1.667
B;Business;9Y;9 years;3;2019-04-10;1.671
B;Business;9Y;9 years;3;2019-04-11;1.672
B;Business;9Y;9 years;3;2019-04-12;1.712
B;Business;9Y;9 years;3;2019-04-15;1.731
B;Business;9Y;9 years;3;2019-04-16;1.729
B;Business;9Y;9 years;3;2019-04-17;1.756
B;Business;9Y;9 years;3;2019-04-23;1.753
B;Business;9Y;9 years;3;2019-04-24;1.721
B;Business;9Y;9 years;3;2019-04-25;1.701
B;Business;9Y;9 years;3;2019-04-26;1.674
B;Business;9Y;9 years;3;2019-04-29;1.691
B;Business;9Y;9 years;3;2019-04-30;1.699
B;Business;9Y;9 years;3;2019-05-02;1.685
B;Business;9Y;9 years;3;2019-05-03;1.691
B;Business;9Y;9 years;3;2019-05-06;1.69
B;Business;9Y;9 years;3;2019-05-07;1.666
B;Business;9Y;9 years;3;2019-05-08;1.647
B;Business;9Y;9 years;3;2019-05-09;1.63
B;Business;9Y;9 years;3;2019-05-10;1.656
B;Business;9Y;9 years;3;2019-05-13;1.652
B;Business;9Y;9 years;3;2019-05-14;1.639
B;Business;9Y;9 years;3;2019-05-15;1.605
B;Business;9Y;9 years;3;2019-05-16;1.619
B;Business;9Y;9 years;3;2019-05-20;1.613
B;Business;9Y;9 years;3;2019-05-21;1.63
B;Business;9Y;9 years;3;2019-05-22;1.634
B;Business;9Y;9 years;3;2019-05-23;1.613
B;Business;9Y;9 years;3;2019-05-24;1.617
B;Business;9Y;9 years;3;2019-05-27;1.602
B;Business;9Y;9 years;3;2019-05-28;1.58
B;Business;9Y;9 years;3;2019-05-29;1.567
B;Business;9Y;9 years;3;2019-05-31;1.502
B;Business;9Y;9 years;3;2019-06-03;1.407
B;Business;9Y;9 years;3;2019-06-04;1.349
B;Business;9Y;9 years;3;2019-06-05;1.404
B;Business;9Y;9 years;3;2019-06-06;1.448
B;Business;9Y;9 years;3;2019-06-07;1.417
B;Business;9Y;9 years;3;2019-06-11;1.458
B;Business;9Y;9 years;3;2019-06-12;1.434
B;Business;9Y;9 years;3;2019-06-13;1.417
B;Business;9Y;9 years;3;2019-06-14;1.398
B;Business;9Y;9 years;3;2019-06-17;1.394
B;Business;9Y;9 years;3;2019-06-18;1.336
B;Business;9Y;9 years;3;2019-06-19;1.373
B;Business;9Y;9 years;3;2019-06-20;1.383
B;Business;9Y;9 years;3;2019-06-21;1.411
B;Business;9Y;9 years;3;2019-06-24;1.408
B;Business;9Y;9 years;3;2019-06-25;1.412
B;Business;9Y;9 years;3;2019-06-26;1.427
B;Business;9Y;9 years;3;2019-06-27;1.427
B;Business;9Y;9 years;3;2019-06-28;1.42
B;Business;9Y;9 years;3;2019-07-01;1.409
B;Business;9Y;9 years;3;2019-07-02;1.447
B;Business;9Y;9 years;3;2019-07-03;1.428
B;Business;9Y;9 years;3;2019-07-04;1.389
B;Business;9Y;9 years;3;2019-07-05;1.423
B;Business;9Y;9 years;3;2019-07-08;1.403
B;Business;9Y;9 years;3;2019-07-09;1.425
B;Business;9Y;9 years;3;2019-07-10;1.454
B;Business;9Y;9 years;3;2019-07-11;1.479
B;Business;9Y;9 years;3;2019-07-12;1.51
B;Business;9Y;9 years;3;2019-07-15;1.493
B;Business;9Y;9 years;3;2019-07-16;1.488
B;Business;9Y;9 years;3;2019-07-17;1.45
B;Business;9Y;9 years;3;2019-07-18;1.439
B;Business;9Y;9 years;3;2019-07-19;1.435
B;Business;9Y;9 years;3;2019-07-22;1.418
B;Business;9Y;9 years;3;2019-07-23;1.411
B;Business;9Y;9 years;3;2019-07-24;1.387
B;Business;9Y;9 years;3;2019-07-25;1.384
B;Business;9Y;9 years;3;2019-07-26;1.374
B;Business;9Y;9 years;3;2019-07-29;1.364
B;Business;9Y;9 years;3;2019-07-30;1.362
B;Business;9Y;9 years;3;2019-07-31;1.356
B;Business;9Y;9 years;3;2019-08-01;1.336
B;Business;9Y;9 years;3;2019-08-02;1.229
B;Business;9Y;9 years;3;2019-08-05;1.127
B;Business;9Y;9 years;3;2019-08-06;1.141
B;Business;9Y;9 years;3;2019-08-07;1.066
B;Business;9Y;9 years;3;2019-08-08;1.136
B;Business;9Y;9 years;3;2019-08-09;1.142
B;Business;9Y;9 years;3;2019-08-12;1.137
B;Business;9Y;9 years;3;2019-08-13;1.122
B;Business;9Y;9 years;3;2019-08-14;1.084
B;Business;9Y;9 years;3;2019-08-15;1.002
B;Business;9Y;9 years;3;2019-08-16;0.982
B;Business;9Y;9 years;3;2019-08-19;1.083
B;Business;9Y;9 years;3;2019-08-20;1.052
B;Business;9Y;9 years;3;2019-08-21;1.147
B;Business;9Y;9 years;3;2019-08-22;1.168
B;Business;9Y;9 years;3;2019-08-23;1.185
B;Business;9Y;9 years;3;2019-08-26;1.186
B;Business;9Y;9 years;3;2019-08-27;1.178
B;Business;9Y;9 years;3;2019-08-28;1.127
B;Business;9Y;9 years;3;2019-08-29;1.143
B;Business;9Y;9 years;3;2019-08-30;1.112
B;Business;9Y;9 years;3;2019-09-02;1.111
B;Business;9Y;9 years;3;2019-09-03;1.086
B;Business;9Y;9 years;3;2019-09-04;1.093
B;Business;9Y;9 years;3;2019-09-05;1.134
B;Business;9Y;9 years;3;2019-09-06;1.122
B;Business;9Y;9 years;3;2019-09-09;1.168
B;Business;9Y;9 years;3;2019-09-10;1.149
B;Business;9Y;9 years;3;2019-09-11;1.17
B;Business;9Y;9 years;3;2019-09-12;1.203
B;Business;9Y;9 years;3;2019-09-13;1.33
B;Business;9Y;9 years;3;2019-09-16;1.355
B;Business;9Y;9 years;3;2019-09-17;1.351
B;Business;9Y;9 years;3;2019-09-18;1.316
B;Business;9Y;9 years;3;2019-09-19;1.27
B;Business;9Y;9 years;3;2019-09-20;1.246
B;Business;9Y;9 years;3;2019-09-23;1.221
B;Business;9Y;9 years;3;2019-09-24;1.221
B;Business;9Y;9 years;3;2019-09-25;1.197
B;Business;9Y;9 years;3;2019-09-26;1.218
B;Business;9Y;9 years;3;2019-09-27;1.205
B;Business;9Y;9 years;3;2019-09-30;1.218
B;Business;9Y;9 years;3;2019-10-01;1.265
B;Business;9Y;9 years;3;2019-10-02;1.239
B;Business;9Y;9 years;3;2019-10-03;1.187
B;Business;9Y;9 years;3;2019-10-04;1.174
B;Business;9Y;9 years;3;2019-10-07;1.158
B;Business;9Y;9 years;3;2019-10-08;1.108
B;Business;9Y;9 years;3;2019-10-09;1.104
B;Business;9Y;9 years;3;2019-10-10;1.174
B;Business;9Y;9 years;3;2019-10-11;1.207
B;Business;9Y;9 years;3;2019-10-14;1.213
B;Business;9Y;9 years;3;2019-10-15;1.21
B;Business;9Y;9 years;3;2019-10-16;1.254
B;Business;9Y;9 years;3;2019-10-17;1.258
B;Business;9Y;9 years;3;2019-10-18;1.267
B;Business;9Y;9 years;3;2019-10-21;1.301
B;Business;9Y;9 years;3;2019-10-22;1.314
B;Business;9Y;9 years;3;2019-10-23;1.305
B;Business;9Y;9 years;3;2019-10-24;1.316
B;Business;9Y;9 years;3;2019-10-25;1.348
B;Business;9Y;9 years;3;2019-10-28;1.408
B;Business;9Y;9 years;3;2019-10-29;1.402
B;Business;9Y;9 years;3;2019-10-30;1.408
B;Business;9Y;9 years;3;2019-10-31;1.353
B;Business;9Y;9 years;3;2019-11-01;1.378
B;Business;9Y;9 years;3;2019-11-04;1.413
B;Business;9Y;9 years;3;2019-11-05;1.495
B;Business;9Y;9 years;3;2019-11-06;1.496
B;Business;9Y;9 years;3;2019-11-07;1.571
B;Business;9Y;9 years;3;2019-11-08;1.574
B;Business;9Y;9 years;3;2019-11-11;1.564
B;Business;9Y;9 years;3;2019-11-12;1.563
B;Business;9Y;9 years;3;2019-11-13;1.482
B;Business;9Y;9 years;3;2019-11-14;1.445
B;Business;9Y;9 years;3;2019-11-15;1.433
B;Business;9Y;9 years;3;2019-11-18;1.418
B;Business;9Y;9 years;3;2019-11-19;1.418
B;Business;9Y;9 years;3;2019-11-20;1.4
B;Business;9Y;9 years;3;2019-11-21;1.423
B;Business;9Y;9 years;3;2019-11-22;1.391
B;Business;9Y;9 years;3;2019-11-25;1.378
B;Business;9Y;9 years;3;2019-11-26;1.347
B;Business;9Y;9 years;3;2019-11-27;1.355
B;Business;9Y;9 years;3;2019-11-28;1.359
B;Business;9Y;9 years;3;2019-11-29;1.371
B;Business;9Y;9 years;3;2019-12-02;1.439
B;Business;9Y;9 years;3;2019-12-03;1.418
B;Business;9Y;9 years;3;2019-12-04;1.386
B;Business;9Y;9 years;3;2019-12-05;1.441
B;Business;9Y;9 years;3;2019-12-06;1.44
B;Business;9Y;9 years;3;2019-12-09;1.43
B;Business;9Y;9 years;3;2019-12-10;1.446
B;Business;9Y;9 years;3;2019-12-11;1.442
B;Business;9Y;9 years;3;2019-12-12;1.458
B;Business;9Y;9 years;3;2019-12-13;1.468
B;Business;9Y;9 years;3;2019-12-16;1.449
B;Business;9Y;9 years;3;2019-12-17;1.455
B;Business;9Y;9 years;3;2019-12-18;1.476
B;Business;9Y;9 years;3;2019-12-19;1.499
B;Business;9Y;9 years;3;2019-12-20;1.495
B;Business;9Y;9 years;3;2019-12-23;1.481
B;Business;9Y;9 years;3;2019-12-27;1.489
B;Business;9Y;9 years;3;2019-12-30;1.535
B;Business;9Y;9 years;3;2020-01-02;1.452
B;Business;9Y;9 years;3;2020-01-03;1.364
B;Business;9Y;9 years;3;2020-01-06;1.341
B;Business;9Y;9 years;3;2020-01-07;1.329
B;Business;9Y;9 years;3;2020-01-08;1.386
B;Business;9Y;9 years;3;2020-01-09;1.423
B;Business;9Y;9 years;3;2020-01-10;1.428
B;Business;9Y;9 years;3;2020-01-13;1.432
B;Business;9Y;9 years;3;2020-01-14;1.423
B;Business;9Y;9 years;3;2020-01-15;1.411
B;Business;9Y;9 years;3;2020-01-16;1.407
B;Business;9Y;9 years;3;2020-01-17;1.41
B;Business;9Y;9 years;3;2020-01-20;1.413
B;Business;9Y;9 years;3;2020-01-21;1.426
B;Business;9Y;9 years;3;2020-01-22;1.394
B;Business;9Y;9 years;3;2020-01-23;1.356
B;Business;9Y;9 years;3;2020-01-24;1.343
B;Business;9Y;9 years;3;2020-01-27;1.301
B;Business;9Y;9 years;3;2020-01-28;1.333
B;Business;9Y;9 years;3;2020-01-29;1.359
B;Business;9Y;9 years;3;2020-01-30;1.348
B;Business;9Y;9 years;3;2020-01-31;1.31
B;Business;9Y;9 years;3;2020-02-03;1.303
B;Business;9Y;9 years;3;2020-02-04;1.343
B;Business;9Y;9 years;3;2020-02-05;1.405
B;Business;9Y;9 years;3;2020-02-06;1.431
