Period\Time Series:,YC.B.U2.EUR.4F.G_N_A.SV_C_YM.SRS_10Y_3M
2022-10-26,1.3552117448902297
2022-10-25,1.4134075541288096
2022-10-24,1.5293732332996728
2022-10-21,1.6498860946764822
2022-10-20,1.622153785924061
2022-10-19,1.5705120545227549
2022-10-18,1.5000454446002829
2022-10-17,1.517549123267565
2022-10-14,1.575738851974518
2022-10-13,1.6214365602470218
2022-10-12,1.7320330153654955
2022-10-11,1.7219774942422705
2022-10-10,1.605458041537881
2022-10-07,1.6227907971064903
2022-10-06,1.5426815940394127
2022-10-05,1.3682959670068229
2022-10-04,1.2576286523460256
2022-10-03,1.3352200982648141
2022-09-30,1.4609166126784459
2022-09-29,1.5895814155292123
2022-09-28,1.5796910232777388
2022-09-27,1.6073735655121641
2022-09-26,1.4259236790456233
2022-09-23,1.3910073954854738
2022-09-22,1.3845647170121298
2022-09-21,1.382402554511645
2022-09-20,1.4533471203322863
2022-09-19,1.3541930577172805
2022-09-16,1.4073241798393903
2022-09-15,1.3506952482160282
2022-09-14,1.416651531302743
2022-09-13,1.3797916378670716
2022-09-12,1.3075783348797336
2022-09-09,1.617879139018167
2022-09-08,1.5804722620067049
2022-09-07,1.6262396247292532
2022-09-06,1.7537064824978619
2022-09-05,1.7001672154062804
2022-09-02,1.6604209193139505
2022-09-01,1.7776978122715903
2022-08-31,1.7623377294545404
2022-08-30,1.674304832563053
2022-08-29,1.8429531269397015
2022-08-26,1.8061520516171252
2022-08-25,1.689585127721747
2022-08-24,1.6417440861571788
2022-08-23,1.5268249448154805
2022-08-22,1.3885167884970944
2022-08-19,1.1914760359344023
2022-08-18,1.0620192356208733
2022-08-17,1.0592308355071878
2022-08-16,0.9666141054408897
2022-08-15,0.8771953778204686
2022-08-12,0.9747913718224783
2022-08-11,0.9426284674988108
2022-08-10,0.8833750624888776
2022-08-09,0.9439012129352577
2022-08-08,0.8913756878900183
2022-08-05,0.920985983492201
2022-08-04,0.8421422688660809
2022-08-03,0.9223470566155192
2022-08-02,0.8275278610435821
2022-08-01,0.7648110974229478
2022-07-29,0.8841558927245838
2022-07-28,0.8740324144701632
2022-07-27,0.982414608111317
2022-07-26,0.9952290281717948
2022-07-25,1.1764961716500943
2022-07-22,1.1510905116915053
2022-07-21,1.3889491174848771
2022-07-20,1.4866681179540961
2022-07-19,1.5455713623974268
2022-07-18,1.5066152688516825
2022-07-15,1.4993897200548598
2022-07-14,1.5718000871884268
2022-07-13,1.585242022323403
2022-07-12,1.4721393367819091
2022-07-11,1.6988065864896806
2022-07-08,1.7152188410646065
2022-07-07,1.7104977066300069
2022-07-06,1.5744430082938465
2022-07-05,1.7260443254564928
2022-07-04,1.8137318593932077
2022-07-01,1.783422304317
2022-06-30,1.9159186733866533
2022-06-29,2.0710945634750795
2022-06-28,2.1680368236046355
2022-06-27,2.0168312129739125
2022-06-24,1.999629229254739
2022-06-23,1.9482496170376755
2022-06-22,2.0770752177032907
2022-06-21,2.2880105373894057
2022-06-20,2.2383793589608665
2022-06-17,2.270333486957683
2022-06-16,2.247018362438278
2022-06-15,2.1043197607257698
2022-06-14,2.1606133613938785
2022-06-13,2.1134205877888332
2022-06-10,2.0103628862523295
2022-06-09,1.870561481813096
2022-06-08,1.8033387485886005
2022-06-07,1.705938864999839
2022-06-06,1.7065926017512885
2022-06-03,1.7292748193583418
2022-06-02,1.6969233413704357
2022-06-01,1.5669006951995632
2022-05-31,1.5986292380517475
2022-05-30,1.5375735602113132
2022-05-27,1.4542313054581681
2022-05-26,1.4976188791365357
2022-05-25,1.474583577154668
2022-05-24,1.5214215848130486
2022-05-23,1.4973527534142006
2022-05-20,1.5001143633316323
2022-05-19,1.4853536238879084
2022-05-18,1.5858116480023603
2022-05-17,1.5743968133827537
2022-05-16,1.466298392743354
2022-05-13,1.4652737389859125
2022-05-12,1.4178478253796676
2022-05-11,1.5802860308143016
2022-05-10,1.5646555384373424
2022-05-09,1.6618340423736688
2022-05-06,1.711933094547933
2022-05-05,1.634086879144024
2022-05-04,1.6396983937977556
2022-05-03,1.5490097010944697
2022-05-02,1.5763543542466063
2022-04-29,1.5331828702685177
2022-04-28,1.564090476759179
2022-04-27,1.4514685680437958
2022-04-26,1.4923338603202625
2022-04-25,1.5112777067993526
2022-04-22,1.6026828742209553
2022-04-21,1.5775550234085447
2022-04-20,1.5350147603191968
2022-04-19,1.6424883516723838
2022-04-14,1.5508679313748697
2022-04-13,1.471896029140466
2022-04-12,1.506419574008743
2022-04-11,1.5008230893743089
2022-04-08,1.4250076567738708
2022-04-07,1.428141446477474
2022-04-06,1.382839772294371
2022-04-05,1.3016630544637553
2022-04-04,1.2297556535957477
2022-04-01,1.3534608527119283
2022-03-31,1.3171355032603758
2022-03-30,1.43231929749187
2022-03-29,1.3392921204949377
2022-03-28,1.321791046540505
2022-03-25,1.3291459297926844
2022-03-24,1.2675738432993104
2022-03-23,1.2226950672672847
2022-03-22,1.2352223349312863
2022-03-21,1.1644202206324628
2022-03-18,1.1242590264836463
2022-03-17,1.1358768753723507
2022-03-16,1.1164652050481412
2022-03-15,1.0792505828861678
2022-03-14,1.0767133671206628
2022-03-11,1.0108140975356426
2022-03-10,1.0240135681266969
2022-03-09,0.9792994141280245
2022-03-08,0.9038267534028438
2022-03-07,0.7695059160927538
2022-03-04,0.6964502012573175
2022-03-03,0.8316421128534063
2022-03-02,0.7497397615389846
2022-03-01,0.7453717691982055
2022-02-28,0.9494386082765365
2022-02-25,0.9703445188204034
2022-02-24,0.942473595325001
2022-02-23,0.9948089394080384
2022-02-22,1.0047734337808758
2022-02-21,0.941851694328875
2022-02-18,0.9577505541765227
2022-02-17,0.9797353581160854
2022-02-16,1.0056412006972908
2022-02-15,1.0473620190081658
2022-02-14,0.9843350416458246
2022-02-11,0.9806332916990073
2022-02-10,0.9777462748551905
2022-02-09,0.9341784233538712
2022-02-08,0.9721553871336328
2022-02-07,0.925832018280957
2022-02-04,0.876488521218892
2022-02-03,0.816362441578971
2022-02-02,0.753063677832879
2022-02-01,0.7446096766300999
2022-01-31,0.7245279371217118
2022-01-28,0.6896031326879752
2022-01-27,0.6798043647415473
2022-01-26,0.6774015290305908
2022-01-25,0.611289882855327
2022-01-24,0.5960344531783487
2022-01-21,0.5861108023892181
2022-01-20,0.6833341029925178
2022-01-19,0.6968071372606175
2022-01-18,0.6709345238504638
2022-01-17,0.6485950557917486
2022-01-14,0.5962029961897982
2022-01-13,0.582207381085793
2022-01-12,0.5835434080639377
2022-01-11,0.6108487608112108
2022-01-10,0.6166932263777183
2022-01-07,0.5905981819134362
2022-01-06,0.581260962787069
2022-01-05,0.5561040318451875
2022-01-04,0.5397284905652966
2022-01-03,0.5641041406103723
2021-12-31,0.5420450750403009
2021-12-30,0.5377643312596349
2021-12-29,0.5388344412403911
2021-12-28,0.49957181721485666
2021-12-27,0.5024511712765776
2021-12-24,0.5211703378161076
2021-12-23,0.5152783334079538
2021-12-22,0.5067502337589282
2021-12-21,0.47506228974704046
2021-12-20,0.4275575839965705
2021-12-17,0.41498689167368596
2021-12-16,0.4383925400598888
2021-12-15,0.4092122727399875
2021-12-14,0.40977672621837224
2021-12-13,0.41640108958234323
2021-12-10,0.44271871289073217
2021-12-09,0.4614623699889353
2021-12-08,0.5102616766382562
2021-12-07,0.4711120029684098
2021-12-06,0.4649212408206699
2021-12-03,0.5208059476316941
2021-12-02,0.5435953778007037
2021-12-01,0.5838232254624065
2021-11-30,0.5449676248664482
2021-11-29,0.596041969727205
2021-11-26,0.5872100790850843
2021-11-25,0.6610883533837438
2021-11-24,0.7062393807124667
2021-11-23,0.6742070609817981
2021-11-22,0.5702188858162418
2021-11-19,0.5632649237765505
2021-11-18,0.6408721088431577
2021-11-17,0.6351081271093282
2021-11-16,0.6455782487474424
2021-11-15,0.6020452578001174
2021-11-12,0.6110101974329816
2021-11-11,0.6075700981359956
2021-11-10,0.5638826112836679
2021-11-09,0.5108398465208733
2021-11-08,0.5149224583129638
2021-11-05,0.5154692589776513
2021-11-04,0.5738140237581126
2021-11-03,0.6100800437592677
2021-11-02,0.6088313769091067
2021-11-01,0.6543054472811338
2021-10-29,0.666727745862524
2021-10-28,0.6028476722446366
2021-10-27,0.5770316066485983
2021-10-26,0.624151326795833
2021-10-25,0.6303835557490509
2021-10-22,0.6462154571631775
2021-10-21,0.651902797331336
2021-10-20,0.6047478523543772
2021-10-19,0.6376749920729964
2021-10-18,0.5780091926374546
2021-10-15,0.5772007600310889
2021-10-14,0.5545853858254515
2021-10-13,0.6014854869731898
2021-10-12,0.6278668274209673
2021-10-11,0.6045699370107094
2021-10-08,0.5708710519278535
2021-10-07,0.539632188383569
2021-10-06,0.5313905692234857
2021-10-05,0.5224585432045139
2021-10-04,0.526241456829587
2021-10-01,0.4956233095570024
2021-09-30,0.5420498899695899
2021-09-29,0.4893627566084452
2021-09-28,0.5417433051827829
2021-09-27,0.4933089418037917
2021-09-24,0.4812534616212931
2021-09-23,0.43805245544343907
2021-09-22,0.36741383571574027
2021-09-21,0.3528340806988831
2021-09-20,0.37832265960561096
2021-09-17,0.4062174704803665
2021-09-16,0.3892974421549169
2021-09-15,0.3809105545082284
2021-09-14,0.3598089794351189
2021-09-13,0.3519938384607968
2021-09-10,0.3431178871821283
2021-09-09,0.33701055720522133
2021-09-08,0.35703016614238725
2021-09-07,0.3672326467767374
2021-09-06,0.31857885604396596
2021-09-03,0.3161069304500721
2021-09-02,0.2909176617968856
2021-09-01,0.2950716573927037
2021-08-31,0.2831215941272849
2021-08-30,0.2453969973111234
2021-08-27,0.27047453677647204
2021-08-26,0.274358761651496
2021-08-25,0.23581392908333831
2021-08-24,0.19519434192288032
2021-08-23,0.19192087783211031
2021-08-20,0.18678465914466513
2021-08-19,0.19058051610911497
2021-08-18,0.19331004912458427
2021-08-17,0.19460075553956058
2021-08-16,0.16160299421259017
2021-08-13,0.2048563875420537
2021-08-12,0.21346241720508363
2021-08-11,0.2041050604943051
2021-08-10,0.1637734221087046
2021-08-09,0.17514552766568592
2021-08-06,0.1901043449331794
2021-08-05,0.15236781040290137
2021-08-04,0.14059375910792005
2021-08-03,0.15923118488256827
2021-08-02,0.19273930412762497
2021-07-30,0.22278640534884442
2021-07-29,0.22654424982398003
2021-07-28,0.22315130661681626
2021-07-27,0.22974415725723996
2021-07-26,0.26075677032249456
2021-07-23,0.25644424108253094
2021-07-22,0.25837290274456826
2021-07-21,0.2600606079121719
2021-07-20,0.2265449714352621
2021-07-19,0.25701116865374707
2021-07-16,0.2995050526314943
2021-07-15,0.3110780795602036
2021-07-14,0.32739915945482045
2021-07-13,0.33269703828888186
2021-07-12,0.33713757048076864
2021-07-09,0.35280894104862226
2021-07-08,0.32552194252107625
2021-07-07,0.3397463242763651
2021-07-06,0.38170345126085226
2021-07-05,0.4330838825825808
2021-07-02,0.40956872103884245
2021-07-01,0.43898794028988686
2021-06-30,0.44723675743991487
2021-06-29,0.4835221401005637
2021-06-28,0.4717212806102884
2021-06-25,0.4872857962447079
2021-06-24,0.46061538644610345
2021-06-23,0.4596678113516197
2021-06-22,0.48554736962255296
2021-06-21,0.4694430287279179
2021-06-18,0.4461026436854314
2021-06-17,0.4570932876758469
2021-06-16,0.4308611180104325
2021-06-15,0.43168297837468306
2021-06-14,0.417310077542393
2021-06-11,0.3909774190181272
2021-06-10,0.42937757977459867
2021-06-09,0.4132531594735225
2021-06-08,0.4404623179465559
2021-06-07,0.4688729727649166
2021-06-04,0.4532142159129001
2021-06-03,0.4790642086647581
2021-06-02,0.46791775748881537
2021-06-01,0.48166426168335275
2021-05-31,0.48523177079548707
2021-05-28,0.4721890070879362
2021-05-27,0.485074230664543
2021-05-26,0.4473206043181215
2021-05-25,0.488898818737841
2021-05-24,0.533597906999703
2021-05-21,0.5299057054329475
2021-05-20,0.5650912284741209
2021-05-19,0.5634265166525315
2021-05-18,0.5607625994107022
2021-05-17,0.5605356866852913
2021-05-14,0.5391176851256246
2021-05-13,0.5612757900334597
2021-05-12,0.5359588191507731
2021-05-11,0.4939657665416941
2021-05-10,0.43999916170659925
2021-05-07,0.42633191767613976
2021-05-06,0.42815964965874564
2021-05-05,0.4170321404417596
2021-05-04,0.4013400375641383
2021-05-03,0.4486521361244846
2021-04-30,0.44782372084743216
2021-04-29,0.4761775806483297
2021-04-28,0.4327007898401318
2021-04-27,0.4076345533650577
2021-04-26,0.3874884916546515
2021-04-23,0.403392042822587
2021-04-22,0.38379625466501355
2021-04-21,0.37291687743764546
2021-04-20,0.4078340656089223
2021-04-19,0.4345002841096196
2021-04-16,0.40740687065633185
2021-04-15,0.39126725214014935
2021-04-14,0.377532036122854
2021-04-13,0.3572387718318648
2021-04-12,0.3612389263797987
2021-04-09,0.36197185068711346
2021-04-08,0.3110065596469146
2021-04-07,0.3308589874144122
2021-04-06,0.3356439913742495
2021-04-01,0.32407253978794803
2021-03-31,0.3574527551451607
2021-03-30,0.35762904284672337
2021-03-29,0.31868412854103767
2021-03-26,0.29429874152034374
2021-03-25,0.26252718891510396
2021-03-24,0.28463003716360014
2021-03-23,0.28755648199664363
2021-03-22,0.3256142543672922
2021-03-19,0.3388452443219998
2021-03-18,0.36146052527988237
2021-03-17,0.32320668106928185
2021-03-16,0.2777585768706725
2021-03-15,0.3034887934939061
2021-03-12,0.3211710955371445
2021-03-11,0.2796497335440584
2021-03-10,0.3067679528367405
2021-03-09,0.3073748986573803
2021-03-08,0.33322946543520837
2021-03-05,0.3296754522416503
2021-03-04,0.3102366085117598
2021-03-03,0.31183292129439355
2021-03-02,0.2956523560148534
2021-03-01,0.28705117303820127
2021-02-26,0.3666265641262083
2021-02-25,0.3883298841367686
2021-02-24,0.3581904041676567
2021-02-23,0.33300417229766843
2021-02-22,0.28240860208201723
2021-02-19,0.3138895770584649
2021-02-18,0.29789630849383386
2021-02-17,0.2622040822231886
2021-02-16,0.26790609049216485
2021-02-15,0.24748477321572704
2021-02-12,0.2026963248163287
2021-02-11,0.156952425003261
2021-02-10,0.1708941622393454
2021-02-09,0.17812922997296643
2021-02-08,0.20328217419191574
2021-02-05,0.15795265127493763
2021-02-04,0.1741169513369154
2021-02-03,0.15262540411632664
2021-02-02,0.1416716100410652
2021-02-01,0.113634983193729
2021-01-29,0.11259618420282647
2021-01-28,0.08461736328467095
2021-01-27,0.06757828812084132
2021-01-26,0.07626863036316645
2021-01-25,0.06380652514705387
2021-01-22,0.10012673010620832
2021-01-21,0.12249152910085359
2021-01-20,0.08417139790122508
2021-01-19,0.09972038358987945
2021-01-18,0.08921193912964498
2021-01-15,0.0712314823467004
2021-01-14,0.06436699427920933
2021-01-13,0.10294174875799356
2021-01-12,0.13450438913284868
2021-01-11,0.11125178160238336
2021-01-08,0.09794209334294735
2021-01-07,0.09249075178688759
2021-01-06,0.08685545001206862
2021-01-05,0.052844388835020184
2021-01-04,0.05219289556817408
2020-12-30,0.17559828213876771
2020-12-29,0.17560728281354865
2020-12-28,0.21826812275990104
2020-12-23,0.22495344129510164
2020-12-22,0.18444992456571452
2020-12-21,0.18215124377010516
2020-12-18,0.18941813816977326
2020-12-17,0.1932261162377562
2020-12-16,0.20889340701402337
2020-12-15,0.16005133209691924
2020-12-14,0.1659305189188659
2020-12-11,0.13580268910424098
2020-12-10,0.1625694729312227
2020-12-09,0.1678345688658206
2020-12-08,0.1470451538645653
2020-12-07,0.17365575014782486
2020-12-04,0.19892718667075582
2020-12-03,0.19406100065407816
2020-12-02,0.22734447663111246
2020-12-01,0.19753756720535165
2020-11-30,0.1659386564138936
2020-11-27,0.15818037787120653
2020-11-26,0.15851472919653542
2020-11-25,0.161235073835308
2020-11-24,0.14545665488072568
2020-11-23,0.13730927605433618
2020-11-20,0.125609124030454
2020-11-19,0.1141933970392508
2020-11-18,0.14684665964058397
2020-11-17,0.1363158095813638
2020-11-16,0.13837800540453726
2020-11-13,0.16484432236621904
2020-11-12,0.18349649914593114
2020-11-11,0.20358417237229087
2020-11-10,0.23868390016564123
2020-11-09,0.19448356103788822
2020-11-06,0.1351239431441802
2020-11-05,0.12687469265498397
2020-11-04,0.09929314715320059
2020-11-03,0.1130512341075971
2020-11-02,0.11144425898706412
2020-10-30,0.10570225680002154
2020-10-29,0.10617894635322112
2020-10-28,0.12078842556088198
2020-10-27,0.1444919988715535
2020-10-26,0.17138935881642203
2020-10-23,0.17648749417653642
2020-10-22,0.16609833133857832
2020-10-21,0.15221570149930785
2020-10-20,0.1322481392926781
2020-10-19,0.12814935321223475
2020-10-16,0.10154229326436637
2020-10-15,0.09084024859408191
2020-10-14,0.11926180942824582
2020-10-13,0.1335628578058492
2020-10-12,0.11823294504185478
2020-10-09,0.1141891587875451
2020-10-08,0.15020515177768967
2020-10-07,0.16223341485388876
2020-10-06,0.13800681365969159
2020-10-05,0.14059411699259028
2020-10-02,0.12158654383056278
2020-10-01,0.13959935005306068
2020-09-30,0.12617327962822378
2020-09-29,0.11763335549912024
2020-09-28,0.10444905684557193
2020-09-25,0.10977908942733694
2020-09-24,0.11428509405666298
2020-09-23,0.10737819468630272
2020-09-22,0.10537191232695964
2020-09-21,0.07563432250141844
2020-09-18,0.11231449868747423
2020-09-17,0.11939333907808602
2020-09-16,0.12245687030904195
2020-09-15,0.12960161135548653
2020-09-14,0.12322415952742083
2020-09-11,0.16767478443747252
2020-09-10,0.20468731478319213
2020-09-09,0.16591476830029195
2020-09-08,0.12442389733984083
2020-09-07,0.17950459665517304
2020-09-04,0.16135591991513643
2020-09-03,0.14167080613050098
2020-09-02,0.17284139483621963
2020-09-01,0.2078630524677244
2020-08-31,0.21084245561510662
2020-08-28,0.20441608745550388
2020-08-27,0.22996098955577027
2020-08-26,0.18923053024514336
2020-08-25,0.16369333543047415
2020-08-24,0.09733878806858454
2020-08-21,0.11312511041828177
2020-08-20,0.1010745520257178
2020-08-19,0.12677148637903568
2020-08-18,0.1500321353231181
2020-08-17,0.16417848581887484
2020-08-14,0.18553875549975452
2020-08-13,0.19236909820023917
2020-08-12,0.13859561111712848
2020-08-11,0.1176403076132303
2020-08-10,0.06242894206258254
2020-08-07,0.0778825420792919
2020-08-06,0.0667067273408618
2020-08-05,0.10303099864346288
2020-08-04,0.04985920791090315
2020-08-03,0.10690231850040277
2020-07-31,0.08946283475182304
2020-07-30,0.052322167186230506
2020-07-29,0.09771790896881272
2020-07-28,0.09117801429911654
2020-07-27,0.12600006817412157
2020-07-24,0.16618911422472848
2020-07-23,0.130124177494795
2020-07-22,0.1169765185485252
2020-07-21,0.16079113819260138
2020-07-20,0.15054602244158843
2020-07-17,0.17078774614466574
2020-07-16,0.17001397462350365
2020-07-15,0.20686177823264018
2020-07-14,0.1747969123596611
2020-07-13,0.20091471765398083
2020-07-10,0.12876092544137974
2020-07-09,0.15169656283051702
2020-07-08,0.16490489701226674
2020-07-07,0.1788504855770513
2020-07-06,0.18517963398756265
2020-07-03,0.17855391248118435
2020-07-02,0.19358641119188735
2020-07-01,0.21220078653083063
2020-06-30,0.12054105959309247
2020-06-29,0.15410793530730826
2020-06-26,0.15937021050152567
2020-06-25,0.16043706164961058
2020-06-24,0.19720394850354706
2020-06-23,0.18555777453067357
2020-06-22,0.12568018163529238
2020-06-19,0.1669836075740332
2020-06-18,0.16371018731102316
2020-06-17,0.1683750621115827
2020-06-16,0.1913902618016634
2020-06-15,0.16320645734020767
2020-06-12,0.1846063159580642
2020-06-11,0.19853622766311507
2020-06-10,0.28126130554274364
2020-06-09,0.2929816916372625
2020-06-08,0.31295563816910144
2020-06-05,0.37314264893930404
2020-06-04,0.32961797202709486
2020-06-03,0.27474293830422225
2020-06-02,0.23421623997986374
2020-06-01,0.2626593133811399
2020-05-29,0.2138201080591634
2020-05-28,0.23011297269805386
2020-05-27,0.25645301553405764
2020-05-26,0.23447249664930636
2020-05-25,0.1693577308666283
2020-05-22,0.19212427114065644
2020-05-21,0.14787549830135027
2020-05-20,0.16607256629740874
2020-05-19,0.18930015921363674
2020-05-18,0.1578745778130165
2020-05-15,0.1030771014421179
2020-05-14,0.1386632750710246
2020-05-13,0.12444722956138388
2020-05-12,0.16185048882566566
2020-05-11,0.13467384931241166
2020-05-08,0.11039258850953382
2020-05-07,0.13627296865968175
2020-05-06,0.13010766160008258
2020-05-05,0.08049974813418093
2020-05-04,0.09022544317927017
2020-04-30,0.07767577119009572
2020-04-29,0.1584667246682795
2020-04-28,0.17853374361950725
2020-04-27,0.17294228708219295
2020-04-24,0.17676017249674714
2020-04-23,0.21217438200473104
2020-04-22,0.23485528544674095
2020-04-21,0.19475214926749262
2020-04-20,0.2080990160180236
2020-04-17,0.23631927919437534
2020-04-16,0.25631061095231966
2020-04-15,0.2323621545657184
2020-04-14,0.30022600014635814
2020-04-09,0.3527419392806781
2020-04-08,0.38584670673525756
2020-04-07,0.3482164556372225
2020-04-06,0.2686301406368822
2020-04-03,0.2830113582856415
2020-04-02,0.28199122519839104
2020-04-01,0.26777575879269955
2020-03-31,0.28664465751734713
2020-03-30,0.23785444663609534
2020-03-27,0.314173197231846
2020-03-26,0.38921543781697676
2020-03-25,0.41364565617285476
2020-03-24,0.37095480509159506
2020-03-23,0.3755280305157853
2020-03-20,0.4621673326509731
2020-03-19,0.632938022910838
2020-03-18,0.584435055282661
2020-03-17,0.42229964542761333
2020-03-16,0.42693765905614
2020-03-13,0.3052846633819305
2020-03-12,0.1359210926149539
2020-03-11,0.08996916954678891
2020-03-10,0.01569350084563159
2020-03-09,-0.024144128391040742
2020-03-06,0.012004863362901519
2020-03-05,0.06456943813812588
2020-03-04,0.08273247945871343
2020-03-03,0.0925233215847111
2020-03-02,0.08253695521252602
2020-02-28,0.10383837040170174
2020-02-27,0.17370407928162757
2020-02-26,0.20155368843582544
2020-02-25,0.17739201303967655
2020-02-24,0.18938787256986445
2020-02-21,0.19206592151247337
2020-02-20,0.20198475640581237
2020-02-19,0.2325359004486508
2020-02-18,0.23662076512411534
2020-02-17,0.24222757268358586
2020-02-14,0.24720093758643202
2020-02-13,0.2754197962893621
2020-02-12,0.27495778620966027
2020-02-11,0.2594473211714162
2020-02-10,0.2513906603470435
2020-02-07,0.2573039567650698
2020-02-06,0.2966472709739846
2020-02-05,0.2893987180592914
2020-02-04,0.2598095786330934
2020-02-03,0.20672898850870025
2020-01-31,0.21815358543009788
2020-01-30,0.2366983523229762
2020-01-29,0.25150338867749633
2020-01-28,0.24666627329084745
2020-01-27,0.22914536515202177
2020-01-24,0.30031721315948146
2020-01-23,0.31388425249188234
2020-01-22,0.3350290625447814
2020-01-21,0.3665376336354502
2020-01-20,0.37191169135520386
2020-01-17,0.40222675636977423
2020-01-16,0.3978000661170581
2020-01-15,0.40178805229793946
2020-01-14,0.4272795986333494
2020-01-13,0.4331816246625696
2020-01-10,0.42348069145056755
2020-01-09,0.4244938876026316
2020-01-08,0.3927598796654107
2020-01-07,0.3731706289308392
2020-01-06,0.3498707730015469
2020-01-03,0.3725231692937907
2020-01-02,0.44932856835444746
2019-12-30,0.5419061248763906
2019-12-27,0.49469302117487757
2019-12-23,0.5050863639258453
2019-12-20,0.48919618700607415
2019-12-19,0.5234316286583234
2019-12-18,0.48093243057362256
2019-12-17,0.44315533284711883
2019-12-16,0.429521056019182
2019-12-13,0.45338866864928196
2019-12-12,0.4330175036009998
2019-12-11,0.41196300266437214
2019-12-10,0.4314661824066848
2019-12-09,0.4077290524069602
2019-12-06,0.42697892565189977
2019-12-05,0.42437237620468526
2019-12-04,0.38559496380427094
2019-12-03,0.39020254666486665
2019-12-02,0.3917608833649284
2019-11-29,0.31378641242885796
2019-11-28,0.3073013504227592
2019-11-27,0.31634097928741656
2019-11-26,0.3046594038286584
2019-11-25,0.31513653152983856
2019-11-22,0.3124533319820383
2019-11-21,0.35612050331315903
2019-11-20,0.30744448352669895
2019-11-19,0.32432997233646743
2019-11-18,0.3076193301419833
2019-11-15,0.3482202923620671
2019-11-14,0.33918369874253074
2019-11-13,0.3537397956847623
2019-11-12,0.4038585461644081
