Period\Time Series:,YC.B.U2.EUR.4F.G_N_A.SV_C_YM.SR_10Y4M,YC.B.U2.EUR.4F.G_N_A.SV_C_YM.SR_3Y11M,YC.B.U2.EUR.4F.G_N_A.SV_C_YM.SR_4Y6M,YC.B.U2.EUR.4F.G_N_A.SV_C_YM.SR_3Y5M,YC.B.U2.EUR.4F.G_N_A.SV_C_YM.SR_10Y10M,YC.B.U2.EUR.4F.G_N_A.SV_C_YM.SR_9Y9M,YC.B.U2.EUR.4F.G_N_A.SV_C_YM.SR_10Y7M,YC.B.U2.EUR.4F.G_N_A.SV_C_YM.SR_1Y11M,YC.B.U2.EUR.4F.G_N_A.SV_C_YM.SR_5Y10M,YC.B.U2.EUR.4F.G_N_A.SV_C_YM.SR_5Y2M,YC.B.U2.EUR.4F.G_N_A.SV_C_YM.SR_5Y3M,YC.B.U2.EUR.4F.G_N_A.SV_C_YM.SR_5Y9M,YC.B.U2.EUR.4F.G_N_A.SV_C_YM.SR_3Y6M,YC.B.U2.EUR.4F.G_N_A.SV_C_YM.SR_9Y4M,YC.B.U2.EUR.4F.G_N_A.SV_C_YM.SR_4Y3M,YC.B.U2.EUR.4F.G_N_A.SV_C_YM.SR_9Y1M,YC.B.U2.EUR.4F.G_N_A.SV_C_YM.SR_6Y2M
2023-03-21,2.337518377186832,2.286183103696075,2.2714395774037937,2.3092091210725973,2.3444212408670966,2.3287331081774827,2.3410461776481775,2.4684340537672185,2.268098887425216,2.265834045348147,2.265760113077079,2.267499722471489,2.3045712167785295,2.3220369876178752,2.2764091454317246,2.3178791551182467,2.2711926607193087
2023-03-20,2.2118586362604407,2.113656876518733,2.1070442002883487,2.129774375321952,2.22021752416519,2.201235616801079,2.2161264187274625,2.287205760463897,2.1189279632467684,2.109745630438381,2.110613179435744,2.117539241745196,2.1262365043497855,2.1931103763813793,2.108591301390797,2.188038452515599,2.1249797201641063
2023-03-17,2.1980544041352146,2.197842979365289,2.1776385323140173,2.224600408050546,2.202941963185209,2.1919663301840884,2.2005415150414382,2.382525034774153,2.1606868238799364,2.1652168651709536,2.164282627210645,2.160921371286138,2.2194293680601422,2.1874391999824234,2.185045196586828,2.18468445819368,2.1605114937957306
2023-03-16,2.2750266978115987,2.28517840172369,2.260886049010852,2.316214751748645,2.280676925836419,2.268162165093379,2.2778851308775203,2.4855608400443794,2.23811457805005,2.2449996578821283,2.2437149896151345,2.2385905971510405,2.310287539160823,2.263171103560767,2.2699195658912292,2.2601804620038637,2.2371071999321592
2023-03-15,2.254999407275384,2.251581449629153,2.2319965871972856,2.277680740989545,2.259924619559464,2.2488593765324705,2.257505812816274,2.427115272542487,2.2162162573339557,2.220203269741755,2.219342024146046,2.216388318740202,2.2726352857731627,2.244285410809378,2.239147882876416,2.2414969500793727,2.2162743340508104
2023-03-14,2.518284063910742,2.5958910990163613,2.5572129809554975,2.642596915643009,2.521273305335536,2.5145649489049657,2.5198093538567194,2.864592702828134,2.513105701250103,2.5290662528541534,2.5264981503719253,2.5145818045879675,2.633834849459964,2.511868609334317,2.571934948528747,2.510283376443029,2.5084074100402067
2023-03-13,2.3006829443377446,2.340928690496564,2.310224675933644,2.380214033804354,2.3049456181281123,2.2955105713533914,2.302840194878998,2.5991289610597463,2.279144440404324,2.2894955217877166,2.2877218710174687,2.2800073397949134,2.3726824860705364,2.291774608389451,2.3216789157128526,2.2895549514172147,2.2766800586169187
2023-03-10,2.5237284915435274,2.664391634469514,2.626786334523344,2.708913383292125,2.52140474316253,2.5267566789206746,2.522541088425108,2.9587454085997624,2.5755879056518,2.5966504264250605,2.5935980930719142,2.57784190808528,2.7005159975210717,2.5292101111693435,2.64134714226249,2.5308316207642028,2.5674550879083005
2023-03-09,2.716725090294827,2.8796571405402815,2.8350600524367917,2.931361346109839,2.7142590877027852,2.719889283789466,2.7154710213198996,3.183952366858371,2.7742363929832212,2.799127838521481,2.795500538712084,2.7768803785887513,2.92172588912419,2.7224415408196423,2.852395497068861,2.7241320430770997,2.764754806245577
2023-03-08,2.6986057545032955,2.8942031772116885,2.8446248990227683,2.9504305233449153,2.694787064994579,2.70346415000758,2.6966645625362764,3.21060827355657,2.774406838862297,2.8036474281042976,2.7994399857619316,2.7775594457961015,2.940039290526156,2.7073124937854907,2.8640367684608496,2.7098187110029737,2.7629818313778167
2023-03-07,2.739011599926785,2.8704578014965785,2.8277985746614855,2.9214879578306183,2.7385691476317047,2.7396555569658996,2.7387851562571592,3.183333088294029,2.7735796202753233,2.794942385147681,2.791738779465815,2.7757688707411767,2.91188012490518,2.740304387365078,2.844188776859128,2.7408126344312036,2.7659382098925556
2023-03-06,2.804373327419987,2.9525544716119234,2.909046717860488,3.0024955836707314,2.803012623089469,2.806156718044669,2.803681405978375,3.2259151091240983,2.850513445691884,2.8741583745470467,2.870672463276051,2.852986822354244,2.9932536485366166,2.8076695148592608,2.925972856047543,2.808718155329824,2.8417545117540417
2023-03-03,2.7619512200516603,2.8628003376561457,2.8269640413500245,2.906545062351054,2.76209994997367,2.7617802248055336,2.76203163493069,3.140204625375729,2.783300585561853,2.8001084631203086,2.7975442014155645,2.7849851718764844,2.8982510711828033,2.7617491011332405,2.840632728161603,2.7618041474509862,2.7775200698739653
2023-03-02,2.789290543619114,2.857090699567609,2.827191731028377,2.894917302785183,2.790327326621471,2.787905720365332,2.7898316060338924,3.108048296030159,2.793871758231409,2.8059987022734543,2.8040688064749273,2.795017794026045,2.8876641423399043,2.786877807030924,2.8384377212810628,2.7862781322605827,2.790126456386581
2023-03-01,2.743365495765807,2.860969871463663,2.8232473742642927,2.905423191790491,2.7431715843591173,2.7437583183432888,2.743258865238786,3.1216529718631416,2.7744766146343895,2.7938144288221953,2.790925243430235,2.7764663769086657,2.8971078520328297,2.744244260866388,2.8378036678699132,2.7446573941608303,2.7675163262467932
2023-02-28,2.7596668817528878,2.855120580356644,2.82134635131489,2.8955351026836973,2.7600852189456364,2.7592192230471007,2.759878326547008,3.0949606229880122,2.779395667339505,2.79564331806896,2.7931719564124453,2.7810288077029393,2.8879410663913707,2.7590146793644843,2.8342994738600233,2.758974835884321,2.7737867234363063
2023-02-27,2.6205404130158003,2.717400660582404,2.685044383771414,2.7566444785642474,2.6206037653574237,2.620603284345043,2.620564272174364,2.9719047333882784,2.644429015111523,2.660362277260732,2.657966353672841,2.6460563621344533,2.749206369393269,2.6208183907394704,2.6974322120061807,2.6210484746822615,2.638763726699333
2023-02-24,2.5922121642266225,2.708375762788842,2.6752845518048893,2.7475123272726614,2.5907487536878038,2.594121021076491,2.591466019203735,2.9542694650026164,2.6311824234535637,2.6490702463676303,2.6464480418143963,2.6330695171684373,2.7401538410526953,2.5956941041985595,2.688075805262138,2.5967532757678726,2.6244466422074906
2023-02-23,2.5469365419553784,2.5977492255827923,2.5739271488526065,2.6287808941681075,2.5480763839011678,2.5454881380858367,2.5475224200145616,2.8288916689041392,2.548186951505995,2.5574256224978384,2.555942072701727,2.549049118715823,2.6227500172441998,2.5444359073575082,2.582816077415088,2.543823051296191,2.5453989976760663
2023-02-22,2.5762747212285637,2.6247489722340966,2.6020496635999346,2.654031700031763,2.5774410990075105,2.5748091378591527,2.5768724367722093,2.834546528562722,2.5772969611732153,2.586210965106819,2.5847820241387165,2.578130490637399,2.648366202519891,2.5737525248761943,2.610542038795781,2.5731395807540056,2.5745989012341806
2023-02-21,2.5948587265946625,2.6653379954249883,2.6409200802770587,2.6952934751085578,2.5948569349913098,2.594889880852294,2.5948592538474005,2.8627688133565408,2.61098595956427,2.622581858200346,2.62082230514051,2.61215690057338,2.6895941672273027,2.5949918702813095,2.6502296001223793,2.5951100708320487,2.606943012456114
2023-02-20,2.4885994612124813,2.534864212251583,2.5114637029931086,2.5659326497439987,2.4896869290592623,2.4871336459551117,2.489166608128481,2.774113423267051,2.487236475211419,2.4956912843740584,2.494305659667468,2.488001964264997,2.559856030004935,2.486013677196524,2.520132917185882,2.4853369942930303,2.484825405371508
2023-02-17,2.5118755032920785,2.5445132271409867,2.5228707259708703,2.5737949624259144,2.5136523993179516,2.5095494137249683,2.5127927679968325,2.769558365868706,2.502085613005689,2.508891968774915,2.5077194512145593,2.5026517684451592,2.5680441688859585,2.5077765068576086,2.530815190071247,2.5066921440744845,2.5004539830558725
2023-02-16,2.577279388535373,2.598693216419867,2.5800927945172383,2.624365580486047,2.5790240487724625,2.574914719310737,2.578187554464871,2.796150121128846,2.5636025770732562,2.568607996581254,2.5676930763125765,2.563973354163771,2.619300960351464,2.573057130077278,2.586854603218422,2.5718964326109135,2.5626806395685784
