Period\Time Series:,YC.B.U2.EUR.4F.G_N_A.SV_C_YM.SR_4Y10M,YC.B.U2.EUR.4F.G_N_A.SV_C_YM.SR_2Y7M,YC.B.U2.EUR.4F.G_N_A.SV_C_YM.SR_8Y10M,YC.B.U2.EUR.4F.G_N_A.SV_C_YM.SR_4Y5M,YC.B.U2.EUR.4F.G_N_A.SV_C_YM.SR_3Y1M,YC.B.U2.EUR.4F.G_N_A.SV_C_YM.SR_1Y8M,YC.B.U2.EUR.4F.G_N_A.SV_C_YM.SR_7Y4M,YC.B.U2.EUR.4F.G_N_A.SV_C_YM.SR_9Y10M,YC.B.U2.EUR.4F.G_N_A.SV_C_YM.SR_5Y11M,YC.B.U2.EUR.4F.G_N_A.SV_C_YM.SR_8Y7M,YC.B.U2.EUR.4F.G_N_A.SV_C_YM.SR_5Y4M,YC.B.U2.EUR.4F.G_N_A.SV_C_YM.SR_10Y6M,YC.B.U2.EUR.4F.G_N_A.SV_C_YM.SR_8Y9M,YC.B.U2.EUR.4F.G_N_A.SV_C_YM.SR_10Y5M,YC.B.U2.EUR.4F.G_N_A.SV_C_YM.SR_2Y8M,YC.B.U2.EUR.4F.G_N_A.SV_C_YM.SR_5Y5M,YC.B.U2.EUR.4F.G_N_A.SV_C_YM.SR_9Y11M,YC.B.U2.EUR.4F.G_N_A.SV_C_YM.SR_5Y7M,YC.B.U2.EUR.4F.G_N_A.SV_C_YM.SR_2Y11M
2023-04-05,2.238188808941307,2.395938591598366,2.280417631607923,2.2476449882539784,2.331958991220266,2.577372238324596,2.251881334874582,2.2998829195320463,2.2340281317473414,2.275477234906711,2.2333199231649514,2.312161852602438,2.2787701738388004,2.310669290003188,2.383681568538306,2.2330557914887046,2.3014570037712354,2.232921278717186,2.350817616878516
2023-04-04,2.3606575079078738,2.530768685207956,2.3943617315150387,2.3719372808024275,2.4641461511076104,2.7062159364576766,2.3681380439719613,2.4122663330841947,2.353083118837447,2.389799631901134,2.354008696486975,2.423434412472213,2.3928406241024884,2.4220844614189136,2.518178855459366,2.353485151937115,2.4137051568095393,2.3528596030333304,2.4840190185775395
2023-04-03,2.3431410022260963,2.521041675402159,2.3679089906066912,2.355760815816433,2.452706411498244,2.6982195594302727,2.344333361059698,2.384384541566523,2.3324966673012444,2.3637429873122193,2.3350023095647185,2.394723967543195,2.3665180781242725,2.3934726206767643,2.5081837868027246,2.334242855919787,2.3857146738244817,2.3331558423463457,2.4731727075529966
2023-03-31,2.3568343492900143,2.521956656670803,2.384941806588977,2.3687382878989887,2.4593129002964096,2.681056211262327,2.360019510755967,2.4025244202426,2.3472018178164897,2.3805238232765555,2.3492531113191175,2.4136784644846974,2.3834657254576186,2.41232237468829,2.510236209584707,2.348567291170231,2.403953326587292,2.3476169085003833,2.4781691664894625
2023-03-30,2.398154732404468,2.5691927499430425,2.427475013954709,2.410643505838302,2.504858653324739,2.727377307503075,2.401328168228157,2.4459736528353524,2.387967164225509,2.422833225104905,2.3901685893444578,2.4577313204183353,2.4259238730241095,2.4563008015940864,2.5572169528915465,2.389442239554413,2.447478843816369,2.388431056669695,2.524303914346726
2023-03-29,2.3175369044267797,2.4534134299579065,2.3707690471971423,2.3251006876549045,2.398300918714929,2.60195713893287,2.3389301003886027,2.3919752660919076,2.317177457055721,2.3653354881663744,2.314562106023621,2.405210257577483,2.368959771715814,2.4036070084031143,2.442946187485509,2.3145865492214535,2.393677732861898,2.315011422908552,2.4146611552033024
2023-03-28,2.2640123473188467,2.3931122247531134,2.3257019565584662,2.2697836097729356,2.3378320881306554,2.552475083394442,2.2922159144487653,2.3475229187931594,2.267437921027564,2.3200670607969336,2.2629577796572176,2.3610482667134822,2.323828109473338,2.3594124751505867,2.382438266780578,2.263273687528325,2.3492658426387543,2.2642562606047507,2.3539940375989135
2023-03-27,2.2563444495127563,2.3812716051527762,2.3236494255512867,2.2608042099331778,2.3254312765113223,2.5491468462451694,2.2894023155433167,2.3454440191524184,2.26255013436093,2.3179639327748864,2.2567049023672263,2.35878849637854,2.3217615804679426,2.3571812162508023,2.370359093537596,2.257235369496398,2.347170593902482,2.258627616331545,2.341570071624316
2023-03-24,2.09869781094204,2.2019518874591824,2.1785732207244277,2.0994809435089947,2.1494408928822413,2.388006381013682,2.142714499098002,2.2006373799771044,2.1115871704703,2.1727438470931473,2.1026197537454827,2.2139787165362863,2.176641585912124,2.2123772499541046,2.1912809910561037,2.1036598158455333,2.2023696933017267,2.106004935723071,2.164054684138549
2023-03-23,2.2481467758143396,2.388095418364854,2.2971177961495077,2.255696873319598,2.330151235759286,2.553333838230375,2.2676714339369726,2.3165657074834294,2.247433866564503,2.292112586492552,2.2450988736800372,2.328624422506785,2.2954521072364407,2.3271673344341264,2.376965712705982,2.2450968835876752,2.3181205571981964,2.2454553843703846,2.347184017205217
2023-03-22,2.405065876033314,2.5540585859941234,2.422478138409399,2.4164478541514467,2.4986964162697882,2.693460735435936,2.403378581265142,2.4356072526195724,2.394489361642064,2.4191121645600293,2.397375679750589,2.4436162553211194,2.4213557899424782,2.442659633568435,2.5437510278745075,2.396610957702734,2.4366497727304517,2.395459348948476,2.5154390884981597
2023-03-21,2.267416259197086,2.377724042601415,2.313636198876944,2.2728935481146104,2.3314650653210873,2.5118449361946746,2.287774155931092,2.330032696553359,2.268772372418524,2.309327929813024,2.2658005966642327,2.3398869153885915,2.312206292851357,2.3387109000183934,2.3688208718772796,2.265948933495559,2.3313180458412144,2.266544391232722,2.3450388604185473
2023-03-20,2.1073410906577807,2.191005174873012,2.182832418093874,2.107372295624195,2.148086389497964,2.3372425008616013,2.149771427633929,2.2028084641442316,2.1203705455443824,2.1775060171176968,2.1115728789275625,2.214723300814458,2.181069570895566,2.2133006627906964,2.182343715529418,2.1126182429144995,2.2043632589547903,2.114941866021205,2.160102230469651
2023-03-17,2.170237478388045,2.2954579777970694,2.1819233827536264,2.1799168807589053,2.2485209531566483,2.4231215176821133,2.166702535129496,2.192856839445971,2.160532751868711,2.1791777378196655,2.163464437304668,2.1997217033389505,2.1810052871298407,2.198892558258537,2.2866221475821424,2.162756560071914,2.193741164220114,2.1616499457091303,2.262594115588616
2023-03-16,2.251600130885495,2.3948782990824267,2.257219220514614,2.2636859586262523,2.3432748144408593,2.525333573839557,2.241773785239814,2.269155107089186,2.23773283456208,2.2543126888679126,2.242563289057662,2.2769392204055467,2.2562429466952514,2.275986275482051,2.3853068967910382,2.241538366279297,2.2701448471291235,2.2398452400735063,2.3589457520286885
2023-03-15,2.22491912011895,2.3462421109111404,2.238696871793602,2.2341911242790133,2.3009786639375376,2.4626958556145295,2.2230746822463807,2.2497581187008326,2.216123035310513,2.2359059911535986,2.218595453402654,2.2566797003388803,2.2377644386930835,2.255844130702872,2.3377850812989305,2.2179577748290438,2.2506503636073587,2.2169871181280287,2.3146285905935375
2023-03-14,2.54131913070325,2.7531819657676797,2.508755561834755,2.561834682409831,2.681817369272194,2.9048443175097773,2.5029576374695877,2.5151045694344822,2.5117564911449706,2.5073169938688897,2.5241099870204096,2.519307127478384,2.508264418335276,2.5187985344976993,2.74030197415797,2.5218932661741396,2.5156425198765873,2.5179417365456964,2.7039731811639767
2023-03-13,2.2982792113956707,2.4815661323073654,2.2873778612558278,2.313785180817732,2.414803242272023,2.649021241447078,2.2769249046989404,2.296257068134881,2.2783857093501085,2.2852685335229452,2.2861000894216534,2.3021263788019164,2.2866658733555347,2.3014071646662795,2.4691236684288675,2.284622337795776,2.2970019137023616,2.282069381421513,2.4349817013703476
2023-03-10,2.610332233478807,2.8214708976148453,2.5325870991328907,2.6314086780794854,2.747183198965303,3.020214397341623,2.5473105466272963,2.526298072285454,2.573426584548306,2.5344972020484353,2.5906781160479544,2.5229307419113693,2.533205523679631,2.5233264185757442,2.807489203889794,2.5878837937552714,2.5258489207808434,2.5826471950392578,2.769485072574663
2023-03-09,2.8154289136133595,3.054001133942909,2.7259698443896463,2.84056942032622,2.9744794692476093,3.2332701718819754,2.741857127487827,2.7194118934966074,2.771707202678644,2.7279813917803333,2.7920353527926767,2.7158837685033355,2.7266196502315365,2.7163016354532497,3.03948510902011,2.7887244591389204,2.718943951443886,2.782536153389295,2.9989584786910344
2023-03-08,2.822380352195471,3.0796923941104177,2.7125031126508623,2.8508156911909874,2.9964910768599595,3.258019885008219,2.734256374306535,2.7027364795308264,2.7713783633501645,2.7153942918493743,2.795405484615312,2.6973038971292387,2.7134423466384003,2.697950790013456,3.06466887736127,2.791535917992304,2.7020210978713743,2.784261386960848,3.0223381476743327
2023-03-07,2.809624333658907,3.0465652041412623,2.741438926304683,2.8329767514762114,2.9649253764835635,3.2363281588385724,2.7495151156508544,2.7395486134398244,2.771507667307735,2.7422106682833203,2.788703420199078,2.7388588799488107,2.741678554057327,2.7389342037040114,3.031534850314852,2.785827853606583,2.7394476668571537,2.780524384606259,2.9898654755335965
2023-03-06,2.8899261939271708,3.1163848567765737,2.809902573289592,2.914424681469818,3.0433912569721167,3.2620082825723826,2.8217649019418705,2.80588217596302,2.848159001764412,2.811251261641652,2.867352554829636,2.803908845094015,2.8103323695330364,2.804139319745961,3.103330076847215,2.8641910156284673,2.805615287551478,2.8583140907830065,3.066226842418294
2023-03-03,2.8119996288231977,3.016423511391037,2.7619393913355417,2.831266718508909,2.9443256448318817,3.1894492563878347,2.766035405607765,2.7617989257185322,2.7817169049413115,2.7621785863527824,2.795126607049871,2.7620056684864625,2.762006306814669,2.761978730049211,3.0030507389832155,2.792848055341922,2.7618204026268955,2.7886795330570937,2.9662079920257893
2023-03-02,2.8151951547656466,2.99339152719011,2.7857132520609222,2.830706338755202,2.928328138253358,3.154642291331675,2.784490517890699,2.7881103540521077,2.7928144037883187,2.7852043003616282,2.8022707116171293,2.7896558651484584,2.785536256826148,2.7894753983765797,2.9812151339025954,2.8005972046979086,2.7883134681356436,2.797596999007464,2.947915039027083
2023-03-01,2.8070101705180375,3.011383898567067,2.745187791779562,2.8278548744500114,2.9427069700592488,3.161957298734801,2.7524864019154753,2.7436852488575285,2.7725916907783716,2.74586017904109,2.788184401574788,2.743291708906169,2.745394830212432,2.7433271078539194,2.9988814831419095,2.78558474805625,2.743618754528183,2.780782049480149,2.9638835502035157
2023-02-28,2.807065180568079,2.993050977399149,2.7590216179906077,2.8254332205151047,2.929719696514656,3.1319735615045126,2.762682401129356,2.7592749885192505,2.777859636667715,2.7591782855778404,2.7908393457218725,2.759807845610929,2.759060393076878,2.7597372309378874,2.981499734793865,2.7886386366939595,2.75933434112125,2.784607119738329,2.94921031780798
2023-02-27,2.671367292162117,2.8559710399055804,2.6213760836253384,2.688952468966457,2.7905870921205573,3.020464605883672,2.626767493155776,2.620580280208959,2.642890411676306,2.6218218209025554,2.655698153730239,2.620554119551242,2.621510442753551,2.620546045024923,2.843760069685013,2.6535511474351883,2.620562724231568,2.649596334673906,2.8103264485973085
2023-02-24,2.660910933053773,2.844092982798074,2.5979196763361356,2.6793398338677403,2.7808270732978446,2.9997775361517474,2.6084778152745067,2.5938302342637556,2.6293806513638187,2.5992129051826893,2.6439475986624315,2.591711079640874,2.5983356202168966,2.5919596776949745,2.8323511471999026,2.641562823730225,2.593546220081991,2.6371175081982714,2.8000363560387367
2023-02-23,2.5645429029382356,2.7149802009639563,2.543241238720382,2.576695816985424,2.6570882089456322,2.8821747657661327,2.541519230043921,2.545699118500143,2.5473946827884664,2.542706943722526,2.5545635324095124,2.54733033587813,2.543056980403553,2.547134953853528,2.7038408154698392,2.553284039273206,2.5459093324208504,2.5510000793574683,2.674109933630059
